legacy_id,sources,in_main_source,in_clean_bundle,coverage_status
f97d103d,CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
f9c669a7,Prestataires,false,false,missing_from_main_source
f9dfc45a,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fae9f8ac,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
faf05ed1,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fb45d590,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fb779ec7,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
fbe4184b,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fcc3eb51,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
fd7b6efe,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fda49707,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fe196259,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fe3e77ff,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
fe7f6bb2,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
ff39cb07,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec02mfTgrevxaiWm,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec07c8tTqu6IivCN,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec0YE2DCxwxpaaIi,Galerie|Horaires|Prestataires,false,false,missing_from_main_source
rec153kqdkp8MR6eW,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec18bxJRriM5tDEN,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Prestataires,true,true,in_clean_bundle
rec1NTxZJHcw5moy9,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
rec1RPdKGg2xh4SQ3,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec1YVOft2oXH4wUP,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec1ajTtcRMgP0gne,Galerie|Prestataires,false,false,missing_from_main_source
rec1oPuqEslIrnIfE,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec1vzvp8gGOEdeoS,CRM|Prestataires,false,false,missing_from_main_source
rec24oq9hEWo7CiRW,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec2BIu67CJ4cBooH,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec2BTxBxGeeq2bmF,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec2EoBdt1h5g0Xo1,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
rec2GKrBMZznC55dv,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,false,not_mapped_or_filtered
rec2SnUyGZpnGj7AB,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec2VkaNFgTUZQarj,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec2YX38fXWVZF9CF,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec2hFEtbYDCJhExh,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
rec2ovEfKMtRR6mtB,CRM|Prestataires,false,false,missing_from_main_source
rec327C8WcSjvfiRg,CRM|Galerie|Horaires|Prestataires,false,false,missing_from_main_source
rec32hF9oHx4POksO,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec3Z4Wn2JbHxb2lU,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec3bDNQbcQSRGepN,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec3cYtpyPGVh6TPv,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec3mYOqM2ldm5hdI,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec3tQoHttdUUoQed,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec4A2lhrwooZI0L8,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec4Rr6dOv5mCjCbU,Prestataires,false,false,missing_from_main_source
rec4Sp1Kc7fr9A3H4,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,false,not_mapped_or_filtered
rec4YLGhavU8HbHdO,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec4gEUX2zGWOym2M,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
rec4qi0IUvyOb7F6G,CRM|Prestataires,false,false,missing_from_main_source
rec4rk007rXcVl3F2,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec511W0G0mIjBvO0,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec51lamuq2SLLHHA,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec57GxAOD2jsh6LN,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,false,not_mapped_or_filtered
rec5H4bXi0gHkoOGC,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Prestataires,true,true,in_clean_bundle
rec5HPtXtUxdNUhk6,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
rec5VZhd6zBZNeCk5,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec5Xr38CzqCc6d1f,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|D_Durable|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec5bTILGfGPeLo90,Berta 2.0 - Berta 2.0 (3).csv|CRM|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec5iakVAF0iIewJ4,CRM|Contacts sup|Galerie|Prestataires|Tarifs,false,false,missing_from_main_source
rec5qmfxcwAOTt2xK,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec5sUyLAXxYXVrm5,CRM|Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
rec5vqdPwSdrFzsvs,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|D_Durable|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec5yC36m9peYuToo,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec5ymYj3D3tanPqc,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec5zED36Is1fQBbm,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec6JNIwdrCJBAFrN,CRM|Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
rec6Rb5RhH3JSPCDP,Prestataires,false,false,missing_from_main_source
rec6YpLbmDdsSdkJs,CRM|Prestataires,false,false,missing_from_main_source
rec6dejyDi7Joy3vA,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,false,not_mapped_or_filtered
rec6xFWezIgLtUSIN,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Prestataires,true,false,not_mapped_or_filtered
rec74mTejOAzSsXH8,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec7A3PQcyu4JvIDU,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec7CHO9dscA649ov,CRM|Prestataires,false,false,missing_from_main_source
rec7PV8VcVqwUZH52,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec7avEaqvA8YmUOb,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec7cdQ1AMzbTYHMz,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec7nn72zemiuY6kV,Prestataires,false,false,missing_from_main_source
rec7seiW9ctVpsUhX,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec7tVqsIQR6g76PL,CRM|Galerie|Prestataires,false,false,missing_from_main_source
rec7uNHsQPt5wZPCY,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec81WSvSWza2HMKr,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
rec8AJUBJJfq4QsKF,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
rec8BkQxWXqm91OVQ,CRM|Prestataires,false,false,missing_from_main_source
rec8DhsZsYfVea4Pd,CRM|Galerie|Prestataires,false,false,missing_from_main_source
rec8MEwXzZOyroHld,CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
rec8Me15UborYXZbY,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
rec8V96z3M3TU00Ae,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec8iE3TifuN54Xqg,CRM|Prestataires,false,false,missing_from_main_source
rec91umv2JT449OwG,CRM|Prestataires,false,false,missing_from_main_source
rec94IrsVQRaEu2WN,CRM|Prestataires,false,false,missing_from_main_source
rec9MwfPPzvt3aO6r,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Prestataires,true,true,in_clean_bundle
rec9NRcmJVUBycs8Z,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
rec9U1L9JFSF6w2UT,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
rec9UKLC1tbTq5AxG,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec9VUy4xPzBe6RkX,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|D_Durable|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
rec9bIz9rYYHTHuWQ,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recA190jlX9dEqqck,Prestataires,false,false,missing_from_main_source
recA27RantHQ6xWRO,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recA8RcBo4tXZjZIg,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,false,not_mapped_or_filtered
recAMIg8ptUTR5din,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,false,not_mapped_or_filtered
recANudWFIVSR0rBm,Galerie|Prestataires,false,false,missing_from_main_source
recARu2fgp1wFlXOc,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recAUYluxAfp1ft4c,CRM|Galerie|Prestataires|Tarifs,false,false,missing_from_main_source
recAb1dARibQJ6tzV,Prestataires,false,false,missing_from_main_source
recArc8PtMhw95w9W,Prestataires,false,false,missing_from_main_source
recAsc3ifkQlTlZ4s,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recAz79tqNPNUQNYF,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,false,not_mapped_or_filtered
recB2JTuDBL25FrkJ,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,false,not_mapped_or_filtered
recB76CX86a5mSAek,Prestataires,false,false,missing_from_main_source
recBETKNEHdD0q8d5,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
recBHofXS36EJHBsE,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recBTZYAoY2XoBURV,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recBUeYnswL1StoWc,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recBZ4ADG51j65fjG,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recBZmfIOETXxEgxz,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recBg5libfWVEGHV2,CRM|Prestataires,false,false,missing_from_main_source
recBwIkZXrkiVim1Q,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recC3g4FIKoa4HtNL,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recC5TA152zJVPLyx,CRM|Prestataires,false,false,missing_from_main_source
recC8nvXfXAN5qwki,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recCSnhcZo4XxocjX,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recCnuIMDBBKcIbhh,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recCpFmi9ztG9pA4Q,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recCqLoT1f1PRg809,CRM|Galerie|Prestataires|Tarifs,false,false,missing_from_main_source
recCqLvsDhPYApH8v,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recCz37zq42LWcgFJ,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recD5BtUZul1AMUmq,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recD7OVhsKJL0mUGB,CRM|Prestataires,false,false,missing_from_main_source
recDHjG1lQVPlasLV,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recDTnaJMOGrMbHRs,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recDvHw4sjf9E8DIn,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recDzw3shtVyBGBsv,Prestataires,false,false,missing_from_main_source
recE5VNa96vaxikyC,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recE5pXjJa4NwgWXw,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recEBk4LA7NmOo6cL,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recEMpzm8TU3vMA56,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,false,not_mapped_or_filtered
recET3fUKEiA1NBPx,CRM|Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
recETALMcDqXAHcLN,Prestataires,false,false,missing_from_main_source
recEhQQSPAaY4hR5H,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recEmvs9ixOOZTfhk,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recEqFurEd2CSBjqg,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|D_Durable|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recEscXK1LxwsizGj,Prestataires,false,false,missing_from_main_source
recEt9TvXlcLiFND3,Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
recEtCXzryjmXCyG3,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recEzS7wrcSBUBnRJ,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recEzq2hgXZ6iiKZQ,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
recF43Hv19LghjB6K,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recF6tdnYmGKDNp2i,Prestataires,false,false,missing_from_main_source
recF7jALDXSn1wIxA,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recFDv6ASx8x1hXN8,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recFDydLW7PHjAIhb,CRM|Prestataires,false,false,missing_from_main_source
recFI3gPgFIdt1ds1,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recFPDYqkwYh8XFJj,CRM|Prestataires,false,false,missing_from_main_source
recFY16xw2xSs4LaW,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recFYtX4YX3xFNdjQ,CRM|Prestataires,false,false,missing_from_main_source
recFdQEKlRXOW6IiR,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recFffzfEdlm5fJta,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recG0bjzDHTmZQTzX,CRM|Galerie|Horaires|Prestataires,false,false,missing_from_main_source
recGIk7nWQkpYIgSf,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recGcbCzQoxY9ymi4,Prestataires,false,false,missing_from_main_source
recGdUh3I1diAtI6r,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recGrWckq8Ku6srPF,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recGtfya4sOtjkELr,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recH4XTVM41h84nua,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recHDhvcAecymLeQG,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recHEZWTMQ8a8lBp6,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires,true,true,in_clean_bundle
recHEZWTMQ8a9lBp5,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recHEZWTMQ8a9lBp6,Prestataires,false,false,missing_from_main_source
recHUZ07cENhdZKpX,CRM|Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
recHasOG2NWsJMjzz,CRM|Galerie|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
recHhFeAuSrIA3a6t,CRM|Contacts sup|Prestataires,false,false,missing_from_main_source
recI73ToLfFvZM51p,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recI8DJFuT3y2FjIh,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recI8HW0JOu8UrmFs,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recII1qWVn9AJ4BeR,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
recITvrU1rCT4eguQ,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recIVYS9o5mvkvjDi,Berta 2.0 - Berta 2.0 (3).csv|CRM|D_Durable|Galerie|Prestataires,true,true,in_clean_bundle
recIap1BQMVhc9iDo,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recIrveOBfvUjCWYH,CRM|Galerie|Prestataires|Tarifs,false,false,missing_from_main_source
recIx0OIAAGnmOiIg,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recIzjbG6ZkQo1moe,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recIzyi9rbojMjaQa,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recJ0tP4935MwgGZ2,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,false,not_mapped_or_filtered
recJCSU5RfkAe6qm4,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recJEh4m2mJI2sOAe,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recJK4upgE96mO8Rr,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recJLeOBxeJYZCIaT,Prestataires,false,false,missing_from_main_source
recJQJSyzPhwSYxQq,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recJbOa03QazF8GUQ,Berta 2.0 - Berta 2.0 (3).csv|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,false,not_mapped_or_filtered
recJmmiZopFqKoL85,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recJy5Jqc46L9JsWS,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recK7OqJ0GoZM2zxL,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Prestataires|Tarifs,true,false,not_mapped_or_filtered
recKknQfyDiZ3SOXl,Galerie|Prestataires,false,false,missing_from_main_source
recKnaL42f0tf4uxD,CRM|Prestataires,false,false,missing_from_main_source
recKsK9PlCgoN4rKl,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires|Tarifs,true,true,in_clean_bundle
recKw9Ovn2xu93E1C,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recL1ZsmHeU0Wqeup,Contacts sup|Horaires|Prestataires|Tarifs,false,false,missing_from_main_source
recL2CazKYKlnB6az,CRM|Contacts sup|Galerie|Prestataires|Tarifs,false,false,missing_from_main_source
recLQNR4xAVfyM4PB,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,false,not_mapped_or_filtered
recLSEKIadiZqbjqs,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recLUDThzoN8tU2By,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recLct4mRjovxuIkV,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recLffXHD0G3WAVqh,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires,true,true,in_clean_bundle
recLhB7BNx9Tykw8y,CRM|Prestataires,false,false,missing_from_main_source
recLhcE8i5LRInX0q,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recLjUyJFdNesBiuw,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Prestataires,true,true,in_clean_bundle
recLuYYogESVmKbtp,Prestataires,false,false,missing_from_main_source
recLwYJ5mSKfz2cY4,Berta 2.0 - Berta 2.0 (3).csv|CRM|Contacts sup|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recLzqL611NhOe615,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recM9zD9bItWPAN6l,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recMAHWlXFaSg3ehS,CRM|Galerie|Prestataires,false,false,missing_from_main_source
recMBcA6RuglrBoc5,CRM|Prestataires,false,false,missing_from_main_source
recMKLJ5R9po13j7p,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Prestataires,true,true,in_clean_bundle
recMMMvP8mGoaRGgO,Berta 2.0 - Berta 2.0 (3).csv|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
recMNd8ISYzDXc7iM,Berta 2.0 - Berta 2.0 (3).csv|CRM|Galerie|Horaires|Prestataires|Tarifs,true,true,in_clean_bundle
