import_batch_id,staging_object_key,kind_code,unit_code,amount,currency,conditions,source,source_sheet,raw_source_data,resolution_status,is_approved
old-data-berta2-all-20260501-01,57a90f0e,adulte,,47.00,EUR,À partir de | chambre double avec petit déjeuner,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""52ea53f0"",""Object_id"":""57a90f0e"",""Description"":"""",""Tarif Montant"":""47"",""Tarif libellé"":""chambre double avec petit déjeuner"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,57a90f0e,adulte,,67.00,EUR,/nuit pour 2 personnes | chambre familiale avec petit-déjeuner,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""5398d677"",""Object_id"":""57a90f0e"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""67"",""Tarif libellé"":""chambre familiale avec petit-déjeuner"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,135b099f,adulte,par_nuit,120.00,EUR,À partir de | à partir de 2 nuits | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""a32b87b8"",""Object_id"":""135b099f"",""Description"":""à partir de 2 nuits"",""Tarif Montant"":""120"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,rec5yC36m9peYuToo,adulte,,7.00,EUR,À partir de,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""3f6dbb6d"",""Object_id"":""rec5yC36m9peYuToo"",""Description"":"""",""Tarif Montant"":""7"",""Tarif libellé"":"""",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,d8d19440,adulte,,280.00,EUR,À partir de | par nuit | bungalow,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""1345325c"",""Object_id"":""d8d19440"",""Description"":""par nuit"",""Tarif Montant"":""280"",""Tarif libellé"":""bungalow"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recH4XTVM41h84nua,adulte,par_nuit,75.00,EUR,nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""ad252c63"",""Object_id"":""recH4XTVM41h84nua"",""Description"":"""",""Tarif Montant"":""75"",""Tarif libellé"":""nuit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,aa1c6110,adulte,par_sejour,735.00,EUR,À partir de | bungalow/week-end,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""932700d7"",""Object_id"":""aa1c6110"",""Description"":"""",""Tarif Montant"":""735"",""Tarif libellé"":""bungalow/week-end"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,d20caf12,adulte,,2.00,EUR,produit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""028c5afb"",""Object_id"":""d20caf12"",""Description"":"""",""Tarif Montant"":""2"",""Tarif libellé"":""produit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recUIgVhbOSmVZOpH,adulte,par_semaine,520.00,EUR,À partir de | bungalow/semaine,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""08b68fb3"",""Object_id"":""recUIgVhbOSmVZOpH"",""Description"":"""",""Tarif Montant"":""520"",""Tarif libellé"":""bungalow/semaine"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recUIgVhbOSmVZOpH,adulte,par_nuit,80.00,EUR,À partir de | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""3760ec8f"",""Object_id"":""recUIgVhbOSmVZOpH"",""Description"":"""",""Tarif Montant"":""80"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recZUGINnXHGGNbNs,adulte,,5.00,EUR,À partir de | produit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""b24c9dc5"",""Object_id"":""recZUGINnXHGGNbNs"",""Description"":"""",""Tarif Montant"":""5"",""Tarif libellé"":""produit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,1a1a4e3a,adulte,par_sejour,400.00,EUR,À partir de | Pour 6 personnes | week-end,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""f69d5076"",""Object_id"":""1a1a4e3a"",""Description"":""Pour 6 personnes"",""Tarif Montant"":""400"",""Tarif libellé"":""week-end"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,1a1a4e3a,adulte,par_nuit,195.00,EUR,À partir de | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""7e793f6b"",""Object_id"":""1a1a4e3a"",""Description"":"""",""Tarif Montant"":""195"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,faf05ed1,adulte,,1.00,EUR,À partir de | produit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""c9963ce1"",""Object_id"":""faf05ed1"",""Description"":"""",""Tarif Montant"":""1"",""Tarif libellé"":""produit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,e46e5463,adulte,,75.00,EUR,chambre double,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""f3b67adc"",""Object_id"":""e46e5463"",""Description"":"""",""Tarif Montant"":""75"",""Tarif libellé"":""chambre double"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,76821c69,adulte,par_nuit,30.00,EUR,À partir de | à partir de 7 nuits | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""c47a7447"",""Object_id"":""76821c69"",""Description"":""à partir de 7 nuits"",""Tarif Montant"":""30"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,f9dfc45a,adulte,par_nuit,40.00,EUR,À partir de | à partir de 7 nuits | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""d193ae8f"",""Object_id"":""f9dfc45a"",""Description"":""à partir de 7 nuits"",""Tarif Montant"":""40"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,89572a7e,adulte,par_semaine,400.00,EUR,À partir de | A partir de 3 nuits minimum | bungalow/semaine,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""e209dadb"",""Object_id"":""89572a7e"",""Description"":""A partir de 3 nuits minimum"",""Tarif Montant"":""400"",""Tarif libellé"":""bungalow/semaine"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,89572a7e,adulte,par_sejour,350.00,EUR,À partir de | à partir de 2 nuits | bungalow/week-end,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""1e70905f"",""Object_id"":""89572a7e"",""Description"":""à partir de 2 nuits"",""Tarif Montant"":""350"",""Tarif libellé"":""bungalow/week-end"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recasu4xsNx1F8mkD,adulte,,5.00,EUR,produit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""31b3e822"",""Object_id"":""recasu4xsNx1F8mkD"",""Description"":"""",""Tarif Montant"":""5"",""Tarif libellé"":""produit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,221b69ff,adulte,,45.00,EUR,À partir de | /nuit pour 2 personnes | bungalow,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""b4092fd0"",""Object_id"":""221b69ff"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""45"",""Tarif libellé"":""bungalow"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recQd1WP7LlNdLABE,adulte,par_nuit,90.00,EUR,4 personnes | nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""82545dcd"",""Object_id"":""recQd1WP7LlNdLABE"",""Description"":""4 personnes"",""Tarif Montant"":""90"",""Tarif libellé"":""nuit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recQd1WP7LlNdLABE,adulte,par_semaine,280.00,EUR,/semaine pour 2 personnes | semaine,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""1e800a28"",""Object_id"":""recQd1WP7LlNdLABE"",""Description"":""/semaine pour 2 personnes"",""Tarif Montant"":""280"",""Tarif libellé"":""semaine"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recQd1WP7LlNdLABE,adulte,par_nuit,60.00,EUR,À partir de | /nuit pour 2 personnes | nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""456d77fc"",""Object_id"":""recQd1WP7LlNdLABE"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""60"",""Tarif libellé"":""nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recQd1WP7LlNdLABE,adulte,par_nuit,380.00,EUR,4 personnes | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""d4bc4b05"",""Object_id"":""recQd1WP7LlNdLABE"",""Description"":""4 personnes"",""Tarif Montant"":""380"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,3e9ccb68,adulte,par_nuit,86.00,EUR,À partir de | à partir de 3 nuits pour 4 personnes | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""cdc1a223"",""Object_id"":""3e9ccb68"",""Description"":""à partir de 3 nuits pour 4 personnes"",""Tarif Montant"":""86"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,3e9ccb68,adulte,par_semaine,382.00,EUR,À partir de | /semaine pour 2 personnes | bungalow/semaine,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""2f2a5ea3"",""Object_id"":""3e9ccb68"",""Description"":""/semaine pour 2 personnes"",""Tarif Montant"":""382"",""Tarif libellé"":""bungalow/semaine"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,3e9ccb68,adulte,par_nuit,70.00,EUR,À partir de | A partir de 3 nuits minimum | chambre double/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""b42bd12a"",""Object_id"":""3e9ccb68"",""Description"":""A partir de 3 nuits minimum"",""Tarif Montant"":""70"",""Tarif libellé"":""chambre double/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,e46e5463,adulte,,100.00,EUR,À partir de | 4 personnes | chambre familiale avec petit-déjeuner,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""3969f9cf"",""Object_id"":""e46e5463"",""Description"":""4 personnes"",""Tarif Montant"":""100"",""Tarif libellé"":""chambre familiale avec petit-déjeuner"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recQnhaVWed2cOYUi,adulte,,75.00,EUR,,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""8cfd3b9e"",""Object_id"":""recQnhaVWed2cOYUi"",""Description"":"""",""Tarif Montant"":""75"",""Tarif libellé"":"""",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,96b0af71,adulte,,99.00,EUR,par nuit | chambre double avec petit déjeuner,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""13f2e4d7"",""Object_id"":""96b0af71"",""Description"":""par nuit"",""Tarif Montant"":""99"",""Tarif libellé"":""chambre double avec petit déjeuner"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,96b0af71,adulte,par_personne,35.00,EUR,Apéritif/Entrée/plat/dessert | pers.,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""53bb409a"",""Object_id"":""96b0af71"",""Description"":""Apéritif/Entrée/plat/dessert"",""Tarif Montant"":""35"",""Tarif libellé"":""pers."",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recahr7MiYZML3KgU,adulte,par_nuit,48.00,EUR,À partir de | chambre double/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""d481693b"",""Object_id"":""recahr7MiYZML3KgU"",""Description"":"""",""Tarif Montant"":""48"",""Tarif libellé"":""chambre double/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recahr7MiYZML3KgU,adulte,,69.50,EUR,À partir de | par nuit | chambre familiale,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""b212a05c"",""Object_id"":""recahr7MiYZML3KgU"",""Description"":""par nuit"",""Tarif Montant"":""69,5"",""Tarif libellé"":""chambre familiale"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,rec9U1L9JFSF6w2UT,adulte,par_semaine,300.00,EUR,À partir de | semaine,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""29d10e35"",""Object_id"":""rec9U1L9JFSF6w2UT"",""Description"":"""",""Tarif Montant"":""300"",""Tarif libellé"":""semaine"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,rec9U1L9JFSF6w2UT,adulte,par_sejour,150.00,EUR,À partir de | week-end,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""62a0c6af"",""Object_id"":""rec9U1L9JFSF6w2UT"",""Description"":"""",""Tarif Montant"":""150"",""Tarif libellé"":""week-end"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recsiobm7nPsxCU8B,adulte,par_nuit,89.00,EUR,À partir de | /nuit pour 2 personnes | chambre double avec petit déjeuner/semaine/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""fa7aa562"",""Object_id"":""recsiobm7nPsxCU8B"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""89"",""Tarif libellé"":""chambre double avec petit déjeuner/semaine/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recsiobm7nPsxCU8B,adulte,par_nuit,99.00,EUR,À partir de | /nuit pour 2 personnes | chambre double avec petit déjeuner/week-end/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""a0ec8459"",""Object_id"":""recsiobm7nPsxCU8B"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""99"",""Tarif libellé"":""chambre double avec petit déjeuner/week-end/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recEBk4LA7NmOo6cL,adulte,par_nuit,119.00,EUR,À partir de | /nuit pour 2 personnes | chambre double avec petit déjeuner/week-end/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""ad2294dd"",""Object_id"":""recEBk4LA7NmOo6cL"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""119"",""Tarif libellé"":""chambre double avec petit déjeuner/week-end/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recEBk4LA7NmOo6cL,adulte,par_nuit,109.00,EUR,À partir de | /nuit pour 2 personnes | chambre double avec petit déjeuner/semaine/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""6edf2d69"",""Object_id"":""recEBk4LA7NmOo6cL"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""109"",""Tarif libellé"":""chambre double avec petit déjeuner/semaine/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recXQr75TtnS6XXik,adulte,par_nuit,145.00,EUR,À partir de | /nuit pour 4 personnes | bungalow/semaine/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""0fe543df"",""Object_id"":""recXQr75TtnS6XXik"",""Description"":""/nuit pour 4 personnes"",""Tarif Montant"":""145"",""Tarif libellé"":""bungalow/semaine/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recXQr75TtnS6XXik,adulte,par_nuit,125.00,EUR,À partir de | /nuit pour 2 personnes | chambre double/week-end/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""42293ca8"",""Object_id"":""recXQr75TtnS6XXik"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""125"",""Tarif libellé"":""chambre double/week-end/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recXQr75TtnS6XXik,adulte,par_nuit,115.00,EUR,À partir de | /nuit pour 2 personnes | chambre double/semaine/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""07a1cf68"",""Object_id"":""recXQr75TtnS6XXik"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""115"",""Tarif libellé"":""chambre double/semaine/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recXQr75TtnS6XXik,adulte,par_nuit,155.00,EUR,À partir de | /nuit pour 4 personnes | bungalow/week-end/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""f371c68f"",""Object_id"":""recXQr75TtnS6XXik"",""Description"":""/nuit pour 4 personnes"",""Tarif Montant"":""155"",""Tarif libellé"":""bungalow/week-end/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recCpFmi9ztG9pA4Q,adulte,,12.00,EUR,À partir de,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""3dfdd1fd"",""Object_id"":""recCpFmi9ztG9pA4Q"",""Description"":"""",""Tarif Montant"":""12"",""Tarif libellé"":"""",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recTR4EZHOjvNt0tr,adulte,par_nuit,75.00,EUR,À partir de | à partir de 3 nuits pour 3 personnes | nuit/chambre familiale avec petit-déjeuner,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""80cddb43"",""Object_id"":""recTR4EZHOjvNt0tr"",""Description"":""à partir de 3 nuits pour 3 personnes"",""Tarif Montant"":""75"",""Tarif libellé"":""nuit/chambre familiale avec petit-déjeuner"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recTR4EZHOjvNt0tr,adulte,par_nuit,80.00,EUR,À partir de | 3 personnes | nuit/chambre familiale avec petit-déjeuner,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""3412419f"",""Object_id"":""recTR4EZHOjvNt0tr"",""Description"":""3 personnes"",""Tarif Montant"":""80"",""Tarif libellé"":""nuit/chambre familiale avec petit-déjeuner"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recTR4EZHOjvNt0tr,adulte,par_nuit,65.00,EUR,À partir de | chambre double avec petit déjeuner/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""6aac7485"",""Object_id"":""recTR4EZHOjvNt0tr"",""Description"":"""",""Tarif Montant"":""65"",""Tarif libellé"":""chambre double avec petit déjeuner/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recTR4EZHOjvNt0tr,adulte,par_nuit,60.00,EUR,À partir de | à partir de 3 nuits | chambre double avec petit déjeuner/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""1fd5f662"",""Object_id"":""recTR4EZHOjvNt0tr"",""Description"":""à partir de 3 nuits"",""Tarif Montant"":""60"",""Tarif libellé"":""chambre double avec petit déjeuner/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,93921678,adulte,,80.00,EUR,À partir de | /nuit pour 2 personnes | bungalow,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""86910f74"",""Object_id"":""93921678"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""80"",""Tarif libellé"":""bungalow"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,93921678,adulte,,120.00,EUR,À partir de | /nuit pour 4 personnes | bungalow,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""1d7e3d6e"",""Object_id"":""93921678"",""Description"":""/nuit pour 4 personnes"",""Tarif Montant"":""120"",""Tarif libellé"":""bungalow"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,93921678,adulte,,75.00,EUR,À partir de | /nuit pour 2 personnes | studio,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""c3ddf331"",""Object_id"":""93921678"",""Description"":""/nuit pour 2 personnes"",""Tarif Montant"":""75"",""Tarif libellé"":""studio"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,dcdc2945,adulte,par_nuit,89.00,EUR,À partir de | à partir de 3 nuits pour 4 personnes | bungalow/nuit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""5d3e3061"",""Object_id"":""dcdc2945"",""Description"":""à partir de 3 nuits pour 4 personnes"",""Tarif Montant"":""89"",""Tarif libellé"":""bungalow/nuit"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,fe7f6bb2,adulte,,0.80,EUR,À partir de | la minute,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""d289c08a"",""Object_id"":""fe7f6bb2"",""Description"":""la minute"",""Tarif Montant"":""0,8"",""Tarif libellé"":"""",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,ea42ebb4,adulte,par_semaine,950.00,EUR,À partir de | semaine,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""6d7df759"",""Object_id"":""ea42ebb4"",""Description"":"""",""Tarif Montant"":""950"",""Tarif libellé"":""semaine"",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recbqR9yn4YRURgzC,adulte,,9.00,EUR,article,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""60a8ff3b"",""Object_id"":""recbqR9yn4YRURgzC"",""Description"":"""",""Tarif Montant"":""9"",""Tarif libellé"":""article"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,65396ef9,adulte,,100.00,EUR,4 personnes | bungalow,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""d24b099d"",""Object_id"":""65396ef9"",""Description"":""4 personnes"",""Tarif Montant"":""100"",""Tarif libellé"":""bungalow"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,65396ef9,adulte,,60.00,EUR,par nuit | chambre double,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""680444ea"",""Object_id"":""65396ef9"",""Description"":""par nuit"",""Tarif Montant"":""60"",""Tarif libellé"":""chambre double"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recieRtH5ulY1vw33,adulte,,15.00,EUR,produit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""49389cd2"",""Object_id"":""recieRtH5ulY1vw33"",""Description"":"""",""Tarif Montant"":""15"",""Tarif libellé"":""produit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recPVX5imIkKti6DB,adulte,,6.00,EUR,produit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""3010593a"",""Object_id"":""recPVX5imIkKti6DB"",""Description"":"""",""Tarif Montant"":""6"",""Tarif libellé"":""produit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recnjutP2i5dK4m2t,adulte,,6.00,EUR,produit,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""053e6a16"",""Object_id"":""recnjutP2i5dK4m2t"",""Description"":"""",""Tarif Montant"":""6"",""Tarif libellé"":""produit"",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recgWmAh3cvUhcnp7,adulte,par_personne,30.00,EUR,repas/pers.,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""c6339bce"",""Object_id"":""recgWmAh3cvUhcnp7"",""Description"":"""",""Tarif Montant"":""30"",""Tarif libellé"":""repas/pers."",""__unnamed_6"":"""",""Mini"":"""",""source_system"":""berta_v2_csv_export""}",pending,true
old-data-berta2-all-20260501-01,recW7uGt8JkBfexcV,adulte,par_personne,12.00,EUR,À partir de | repas/pers.,import_berta2_tarifs,Tarifs,"{""Id_Tarifs"":""e41d6945"",""Object_id"":""recW7uGt8JkBfexcV"",""Description"":"""",""Tarif Montant"":""12"",""Tarif libellé"":""repas/pers."",""__unnamed_6"":"""",""Mini"":""À partir de"",""source_system"":""berta_v2_csv_export""}",pending,true
