Horaires_id,Object_id,jours,AM_Start,AM_Finish,PM_Start,PM_Finish,Révervation
"586bd9f1,recjVuOypOyayuqqy,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",09:30,17:00,,,TRUE"
"a2ec91c5,1076a83d,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",15:00,11:00,,,TRUE"
"69ea617a,recBTZYAoY2XoBURV,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",,,,,TRUE"
0dbc67a8,rec2hFEtbYDCJhExh,Jeudi,09:00,12:00,13:30,16:00,FALSE
172705db,recqlrw688v3ayk46,,,,,,TRUE
e01b1ac5,rec2hFEtbYDCJhExh,Jeudi,09:00,16:00,,,
adde6fb9,recG0bjzDHTmZQTzX,,,,,,TRUE
"9f00ebaf,recKw9Ovn2xu93E1C,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",09:00,12:00,12:00,18:00,FALSE"
"70e80f9e,recGtfya4sOtjkELr,""Lundi , Mardi , Mercredi , Jeudi , Vendredi"",09:30,17:30,,,TRUE"
"1d6a33fb,f71e41e7,""Lundi , Vendredi"",09:30,17:30,,,FALSE"
d3e0e2d8,recvBb0nTg5vjAZfJ,Dimanche,11:00,16:00,,,FALSE
"d4bde6d2,recvBb0nTg5vjAZfJ,""Vendredi , Samedi"",11:00,15:00,,,FALSE"
"65f77747,recvBb0nTg5vjAZfJ,""Mardi , Mercredi , Vendredi"",11:00,15:00,,,FALSE"
1c52b6ca,recET3fUKEiA1NBPx,Jeudi,15:00,18:00,,,FALSE
985c85ac,recET3fUKEiA1NBPx,Vendredi,10:00,18:00,,,
b94679d9,recET3fUKEiA1NBPx,Samedi,15:00,18:00,,,
04868caf,recNdYUMBvLOiGjBx,,14:00,10:30,,,
"3edf0e4f,8f122929,""Lundi , Mardi , Mercredi , Jeudi , Vendredi"",08:00,12:00,13:00,16:30,"
adc18cdf,8f122929,Samedi,08:30,12:00,13:00,16:30,
ea3db7b6,recuTyBQOgIlWc2zY,,15:00,10:30,,,
"e30eb1c9,recOcuxtjmr1W3lPa,""Lundi , Dimanche"",12:30,15:00,19:30,20:00,TRUE"
03198b19,reccMrDJTa1lyK06z,,12:00,17:00,,,
03ab8aa2,recxNoi9kbaEno5Up,,16:00,11:00,,,
56d08dc9,rec32hF9oHx4POksO,,16:00,10:00,,,
eac94751,reczq9MjKzK8unDnR,,15:30,11:30,,,
e309dd44,recZx01uZHg0R4TGL,,04:00,12:00,,,
8f0ead39,recF7jALDXSn1wIxA,,16:00,12:00,,,
941c908c,recV3FbnKoB841Pz0,,14:00,14:00,,,
9926a2b0,recQj57Xv9jXL2umf,,15:00,15:00,,,
48cd09f8,rec3Z4Wn2JbHxb2lU,,14:00,10:00,,,
e09e0077,recMNd8ISYzDXc7iM,,15:00,12:00,,,
"6c106d39,recCSnhcZo4XxocjX,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",08:00,12:00,12:00,16:00,TRUE"
"115e353e,recuzXY9up4hotU42,""Lundi , Mardi , Mercredi , Jeudi , Vendredi"",07:00,12:00,14:00,16:00,TRUE"
"10abc0e2,recvzvSRCc069iAhQ,""Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",09:00,12:30,15:00,18:00,"
897999fc,f28b7b1d,,16:00,10:00,,,
"4584657a,recGrWckq8Ku6srPF,""Mardi , Samedi"",11:30,14:00,18:30,21:30,"
7ebcb26d,recyxKNuVVPqRhSTR,,15:00,10:00,,,
1697f7dd,recOk422JMgj9tU8L,,15:00,11:00,,,
b187bb72,c93fda30,,15:00,12:00,,,
bc48785d,0901db49,,12:00,10:00,,,
"d0abdfa4,b9c7c5bf-f519-4d73-aad8-bb19cd0230bd,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",11:00,14:30,17:30,20:00,TRUE"
9572dc8b,recMOIuUm6lKV3zN1,,15:00,11:00,,,
8ceb3a76,recmdf4qFuVVyaFav,,14:00,08:30,,,
"ffdfaa8f,rec6dejyDi7Joy3vA,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",08:30,12:00,13:00,16:00,TRUE"
a1054b8b,2e66b898,,16:00,12:00,,,
"75ae1271,af78e6d7,""Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche"",11:30,16:00,17:30,21:00,TRUE"
8d831f76,0cfcf8dd,,15:00,11:00,,,
