feed,scope,collection,name,type,declared,observed,count,non_empty,empty,coverage_pct
decouverte,relation,Tarifs,Saisonnalite,TourInSoft.V5.Syndication.Syndication_FSDECOUVERTEOTISud_428EC9B6BEE14C85B372B15969FB2A19.ListeComplexType,False,True,6,0,6,0.0
decouverte,relation,Tarifs,Saisonnalite.ThesCode,Edm.String,True,False,0,0,0,0
decouverte,relation,Tarifs,Saisonnalite.ThesID,Edm.Guid,True,False,0,0,0,0
decouverte,relation,Tarifs,Saisonnalite.ThesLibelle,Edm.String,True,False,0,0,0,0
decouverte,relation,Tarifs,Saisonnalite.ThesOrdre,Edm.Int32,True,False,0,0,0,0
decouverte,relation,Tarifs,Saisonnalite.ThesPicto,Edm.String,True,False,0,0,0,0
decouverte,relation,Tarifs,SyndicObjectId,Edm.String,True,True,6,6,0,100.0
decouverte,relation,Thematiques,ID,Edm.Int64,True,True,50,50,0,100.0
decouverte,relation,Thematiques,Ordre,Edm.Int64,True,True,50,50,0,100.0
decouverte,relation,Thematiques,SyndicObjectId,Edm.String,True,True,50,50,0,100.0
decouverte,relation,Thematiques,ThesCode,Edm.String,True,True,50,50,0,100.0
decouverte,relation,Thematiques,ThesID,Edm.Guid,True,True,50,50,0,100.0
decouverte,relation,Thematiques,ThesLibelle,Edm.String,True,True,50,50,0,100.0
decouverte,relation,Thematiques,ThesOrdre,Edm.Int64,True,True,50,50,0,100.0
decouverte,relation,Thematiques,ThesPicto,Edm.String,True,True,50,0,50,0.0
decouverte,relation,TisTracking,CodeOffre,Edm.String,True,True,49,49,0,100.0
decouverte,relation,TisTracking,CodeStructure,Edm.String,True,True,49,49,0,100.0
decouverte,relation,TisTracking,CodeSyndication,Edm.String,True,True,49,49,0,100.0
decouverte,relation,TisTracking,SyndicObjectId,Edm.String,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,ID,Edm.Int64,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,Ordre,Edm.Int64,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,SyndicObjectId,Edm.String,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,Typedactivite.ThesCode,Edm.String,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,Typedactivite.ThesID,Edm.Guid,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,Typedactivite.ThesLibelle,Edm.String,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,Typedactivite.ThesOrdre,Edm.Int32,True,True,49,49,0,100.0
decouverte,relation,Typeequipements,Typedactivite.ThesPicto,Edm.String,True,True,49,0,49,0.0
decouverte,relation,Videos,ID,Edm.Int64,True,False,0,0,0,0
decouverte,relation,Videos,IntegrerlavideosursonsitecopiercollerdeObjetouembedYoutubeouDailymotion,Edm.String,True,False,0,0,0,0
decouverte,relation,Videos,Licencecreativecommons,Edm.Boolean,True,False,0,0,0,0
decouverte,relation,Videos,Ordre,Edm.Int64,True,False,0,0,0,0
decouverte,relation,Videos,SyndicObjectId,Edm.String,True,False,0,0,0,0
decouverte,relation,Videos,URLvideo,Edm.String,True,False,0,0,0,0
hebergement,object,,AccueilPMR,Edm.Boolean,True,True,211,209,2,99.1
hebergement,object,,Adresse1,Edm.String,True,True,211,211,0,100.0
hebergement,object,,Adresse2,Edm.String,True,True,211,14,197,6.6
hebergement,object,,Adresse3,Edm.String,True,True,211,0,211,0.0
hebergement,object,,Allinclusive,Edm.Boolean,True,True,211,8,203,3.8
hebergement,object,,Bureau.ThesCode,Edm.String,True,True,211,211,0,100.0
hebergement,object,,Bureau.ThesID,Edm.Guid,True,True,211,211,0,100.0
hebergement,object,,Bureau.ThesLibelle,Edm.String,True,True,211,211,0,100.0
hebergement,object,,Bureau.ThesOrdre,Edm.Int32,True,True,211,211,0,100.0
hebergement,object,,Bureau.ThesPicto,Edm.String,True,True,211,0,211,0.0
hebergement,object,,Chaine,TourInSoft.V5.Syndication.Syndication_FSHebergementOTISud_1BE1FF22C4564D65B15EC83BC63F0644.ListeComplexType,False,True,210,0,210,0.0
hebergement,object,,Chaine.ThesCode,Edm.String,True,True,1,1,0,100.0
hebergement,object,,Chaine.ThesID,Edm.Guid,True,True,1,1,0,100.0
hebergement,object,,Chaine.ThesLibelle,Edm.String,True,True,1,1,0,100.0
hebergement,object,,Chaine.ThesOrdre,Edm.Int32,True,True,1,1,0,100.0
hebergement,object,,Chaine.ThesPicto,Edm.String,True,True,1,0,1,0.0
hebergement,object,,ClassementPrefectoral,Edm.String,True,True,211,70,141,33.2
hebergement,object,,ClassificationType,TourInSoft.V5.Syndication.Syndication_FSHebergementOTISud_1BE1FF22C4564D65B15EC83BC63F0644.ListeComplexType,False,True,1,0,1,0.0
hebergement,object,,ClassificationType.ThesCode,Edm.String,True,True,210,210,0,100.0
hebergement,object,,ClassificationType.ThesID,Edm.Guid,True,True,210,210,0,100.0
hebergement,object,,ClassificationType.ThesLibelle,Edm.String,True,True,210,210,0,100.0
hebergement,object,,ClassificationType.ThesOrdre,Edm.Int32,True,True,210,210,0,100.0
hebergement,object,,ClassificationType.ThesPicto,Edm.String,True,True,210,0,210,0.0
hebergement,object,,CodeINSEE,Edm.String,True,True,211,211,0,100.0
hebergement,object,,CodePostal,Edm.String,True,True,211,211,0,100.0
hebergement,object,,Commune,Edm.String,True,True,211,211,0,100.0
hebergement,object,,GmapLatitude,Edm.String,True,True,211,210,1,99.5
hebergement,object,,GmapLongitude,Edm.String,True,True,211,210,1,99.5
hebergement,object,,IdentifiantSoubik,Edm.String,True,True,211,208,3,98.6
hebergement,object,,Lieudit,TourInSoft.V5.Syndication.Syndication_FSHebergementOTISud_1BE1FF22C4564D65B15EC83BC63F0644.ListeComplexType,False,True,134,0,134,0.0
hebergement,object,,Lieudit.ThesCode,Edm.String,True,True,77,77,0,100.0
hebergement,object,,Lieudit.ThesID,Edm.Guid,True,True,77,77,0,100.0
hebergement,object,,Lieudit.ThesLibelle,Edm.String,True,True,77,77,0,100.0
hebergement,object,,Lieudit.ThesOrdre,Edm.Int32,True,True,77,77,0,100.0
hebergement,object,,Lieudit.ThesPicto,Edm.String,True,True,77,0,77,0.0
hebergement,object,,Nometablissement,Edm.String,True,True,211,211,0,100.0
hebergement,object,,ObjectTypeFix,Edm.String,True,True,211,211,0,100.0
hebergement,object,,ObjectTypeName,Edm.String,True,True,211,211,0,100.0
hebergement,object,,Published,Edm.DateTime,True,True,211,211,0,100.0
hebergement,object,,RaisonSociale,Edm.String,True,True,211,120,91,56.9
hebergement,object,,SIRET,Edm.String,True,True,211,11,200,5.2
hebergement,object,,SyndicObjectID,Edm.String,True,True,211,211,0,100.0
hebergement,object,,SyndicObjectName,Edm.String,True,True,211,211,0,100.0
hebergement,object,,SyndicObjectOrder,Edm.Int64,True,True,211,211,0,100.0
hebergement,object,,SyndicStructureId,Edm.Guid,True,True,211,211,0,100.0
hebergement,object,,TIS_TRACKING_LISTING_OFFRE,Edm.String,True,True,211,211,0,100.0
hebergement,object,,TIS_TRACKING_OFFRE,Edm.String,True,True,211,211,0,100.0
hebergement,object,,Updated,Edm.DateTime,True,True,211,211,0,100.0
hebergement,relation,Access,Descriptifduplandacces,Edm.String,True,True,211,170,41,80.6
hebergement,relation,Access,ID,Edm.Int64,True,True,211,211,0,100.0
hebergement,relation,Access,Ordre,Edm.Int64,True,True,211,211,0,100.0
hebergement,relation,Access,SyndicObjectId,Edm.String,True,True,211,211,0,100.0
hebergement,relation,Animauxacceptess,Animauxacceptes,Edm.Boolean,True,True,211,211,0,100.0
hebergement,relation,Animauxacceptess,Complementdinfo,TourInSoft.V5.Syndication.Syndication_FSHebergementOTISud_1BE1FF22C4564D65B15EC83BC63F0644.ListeComplexType,False,True,211,0,211,0.0
hebergement,relation,Animauxacceptess,Complementdinfo.ThesCode,Edm.String,True,False,0,0,0,0
hebergement,relation,Animauxacceptess,Complementdinfo.ThesID,Edm.Guid,True,False,0,0,0,0
hebergement,relation,Animauxacceptess,Complementdinfo.ThesLibelle,Edm.String,True,False,0,0,0,0
hebergement,relation,Animauxacceptess,Complementdinfo.ThesOrdre,Edm.Int32,True,False,0,0,0,0
hebergement,relation,Animauxacceptess,Complementdinfo.ThesPicto,Edm.String,True,False,0,0,0,0
hebergement,relation,Animauxacceptess,Complementdinformations,Edm.String,True,True,211,0,211,0.0
hebergement,relation,Animauxacceptess,ID,Edm.Int64,True,True,211,211,0,100.0
hebergement,relation,Animauxacceptess,Ordre,Edm.Int64,True,True,211,211,0,100.0
hebergement,relation,Animauxacceptess,SyndicObjectId,Edm.String,True,True,211,211,0,100.0
hebergement,relation,Capacitecampings,Capacite,Edm.Double,True,True,3,3,0,100.0
hebergement,relation,Capacitecampings,ID,Edm.Int64,True,True,3,3,0,100.0
hebergement,relation,Capacitecampings,Nombredemplacementcamping,Edm.Double,True,True,3,0,3,0.0
hebergement,relation,Capacitecampings,Nombredeproduits,Edm.Double,True,True,3,3,0,100.0
hebergement,relation,Capacitecampings,Ordre,Edm.Int64,True,True,3,3,0,100.0
hebergement,relation,Capacitecampings,Superficieduterrain,Edm.Double,True,True,3,3,0,100.0
hebergement,relation,Capacitecampings,Surfacecamping,Edm.Double,True,True,3,0,3,0.0
hebergement,relation,Capacitecampings,Surfacedelhabitation,Edm.Double,True,True,3,3,0,100.0
hebergement,relation,Capacitecampings,SyndicObjectId,Edm.String,True,True,3,3,0,100.0
hebergement,relation,Capacites,Capacitetotalenombredepersonnes,Edm.Double,True,True,208,207,1,99.5
hebergement,relation,Capacites,ID,Edm.Int64,True,True,208,208,0,100.0
hebergement,relation,Capacites,Nombredechambresfamiliales,Edm.Double,True,True,208,0,208,0.0
hebergement,relation,Capacites,Nombredechambrespourpersonneamobilitereduite,Edm.Double,True,True,208,0,208,0.0
hebergement,relation,Capacites,Nombredelits,Edm.Double,True,True,208,0,208,0.0
hebergement,relation,Capacites,Nombretotaldechambres,Edm.Double,True,True,208,15,193,7.2
hebergement,relation,Capacites,Ordre,Edm.Int64,True,True,208,208,0,100.0
hebergement,relation,Capacites,Salledereunion,Edm.Boolean,True,True,208,4,204,1.9
hebergement,relation,Capacites,Superficieduterrain,Edm.Double,True,True,208,184,24,88.5
hebergement,relation,Capacites,Surfacedelhabitation,Edm.Double,True,True,208,198,10,95.2
hebergement,relation,Capacites,SyndicObjectId,Edm.String,True,True,208,208,0,100.0
hebergement,relation,Capacitesallereunions,Capacitedelasalle,Edm.Double,True,False,0,0,0,0
hebergement,relation,Capacitesallereunions,Descriptifdelasalle,Edm.String,True,False,0,0,0,0
hebergement,relation,Capacitesallereunions,ID,Edm.Int64,True,False,0,0,0,0
hebergement,relation,Capacitesallereunions,Nomdelasalle,Edm.String,True,False,0,0,0,0
hebergement,relation,Capacitesallereunions,Ordre,Edm.Int64,True,False,0,0,0,0
hebergement,relation,Capacitesallereunions,SyndicObjectId,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,ID,Edm.Int64,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,Ordre,Edm.Int64,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,SyndicObjectId,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,ThesCode,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,ThesID,Edm.Guid,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,ThesLibelle,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,ThesOrdre,Edm.Int32,True,False,0,0,0,0
hebergement,relation,ClassementGitesDeFrances,ThesPicto,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,ID,Edm.Int64,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,Ordre,Edm.Int64,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,SyndicObjectId,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,ThesCode,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,ThesID,Edm.Guid,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,ThesLibelle,Edm.String,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,ThesOrdre,Edm.Int32,True,False,0,0,0,0
hebergement,relation,ClassementsCleVacancess,ThesPicto,Edm.String,True,False,0,0,0,0
hebergement,relation,Classificationcategories,ID,Edm.Int64,True,True,210,210,0,100.0
hebergement,relation,Classificationcategories,Ordre,Edm.Int64,True,True,210,210,0,100.0
hebergement,relation,Classificationcategories,SyndicObjectId,Edm.String,True,True,210,210,0,100.0
hebergement,relation,Classificationcategories,ThesCode,Edm.String,True,True,210,210,0,100.0
hebergement,relation,Classificationcategories,ThesID,Edm.Guid,True,True,210,210,0,100.0
hebergement,relation,Classificationcategories,ThesLibelle,Edm.String,True,True,210,210,0,100.0
hebergement,relation,Classificationcategories,ThesOrdre,Edm.Int64,True,True,210,210,0,100.0
hebergement,relation,Classificationcategories,ThesPicto,Edm.String,True,True,210,0,210,0.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,ID,Edm.Int64,True,True,49,49,0,100.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,Ordre,Edm.Int64,True,True,49,49,0,100.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,SyndicObjectId,Edm.String,True,True,49,49,0,100.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,ThesCode,Edm.String,True,True,49,49,0,100.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,ThesID,Edm.Guid,True,True,49,49,0,100.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,ThesLibelle,Edm.String,True,True,49,49,0,100.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,ThesOrdre,Edm.Int64,True,True,49,49,0,100.0
hebergement,relation,ClassificationsouscategorieCHoteHLOs,ThesPicto,Edm.String,True,True,49,0,49,0.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,ID,Edm.Int64,True,True,17,17,0,100.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,Ordre,Edm.Int64,True,True,17,17,0,100.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,SyndicObjectId,Edm.String,True,True,17,17,0,100.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,ThesCode,Edm.String,True,True,17,17,0,100.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,ThesID,Edm.Guid,True,True,17,17,0,100.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,ThesLibelle,Edm.String,True,True,17,17,0,100.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,ThesOrdre,Edm.Int64,True,True,17,17,0,100.0
hebergement,relation,ClassificationsouscategoriegiteHLOs,ThesPicto,Edm.String,True,True,17,0,17,0.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,ID,Edm.Int64,True,True,134,134,0,100.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,Ordre,Edm.Int64,True,True,134,134,0,100.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,SyndicObjectId,Edm.String,True,True,134,134,0,100.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,ThesCode,Edm.String,True,True,134,134,0,100.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,ThesID,Edm.Guid,True,True,134,134,0,100.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,ThesLibelle,Edm.String,True,True,134,134,0,100.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,ThesOrdre,Edm.Int64,True,True,134,134,0,100.0
hebergement,relation,ClassificationsouscategorielocsaisHLOs,ThesPicto,Edm.String,True,True,134,0,134,0.0
hebergement,relation,Classificationsouscategories,ID,Edm.Int64,True,True,10,10,0,100.0
hebergement,relation,Classificationsouscategories,Ordre,Edm.Int64,True,True,10,10,0,100.0
hebergement,relation,Classificationsouscategories,SyndicObjectId,Edm.String,True,True,10,10,0,100.0
hebergement,relation,Classificationsouscategories,ThesCode,Edm.String,True,True,10,10,0,100.0
hebergement,relation,Classificationsouscategories,ThesID,Edm.Guid,True,True,10,10,0,100.0
hebergement,relation,Classificationsouscategories,ThesLibelle,Edm.String,True,True,10,10,0,100.0
hebergement,relation,Classificationsouscategories,ThesOrdre,Edm.Int64,True,True,10,10,0,100.0
hebergement,relation,Classificationsouscategories,ThesPicto,Edm.String,True,True,10,0,10,0.0
hebergement,relation,Descriptifss,Accroche,Edm.String,True,True,211,191,20,90.5
hebergement,relation,Descriptifss,Descriptioncommerciale,Edm.String,True,True,211,210,1,99.5
hebergement,relation,Descriptifss,ID,Edm.Int64,True,True,211,211,0,100.0
hebergement,relation,Descriptifss,Ordre,Edm.Int64,True,True,211,211,0,100.0
hebergement,relation,Descriptifss,SyndicObjectId,Edm.String,True,True,211,211,0,100.0
hebergement,relation,Fichiers,DocumentFichier.Credit,Edm.String,True,False,0,0,0,0
hebergement,relation,Fichiers,DocumentFichier.MediaID,Edm.Guid,True,False,0,0,0,0
hebergement,relation,Fichiers,DocumentFichier.Titre,Edm.String,True,False,0,0,0,0
hebergement,relation,Fichiers,DocumentFichier.Url,Edm.String,True,False,0,0,0,0
hebergement,relation,Fichiers,ID,Edm.Int64,True,False,0,0,0,0
hebergement,relation,Fichiers,Ordre,Edm.Int64,True,False,0,0,0,0
hebergement,relation,Fichiers,SyndicObjectId,Edm.String,True,False,0,0,0,0
hebergement,relation,Handicaps,ID,Edm.Int64,True,False,0,0,0,0
hebergement,relation,Handicaps,Ordre,Edm.Int64,True,False,0,0,0,0
hebergement,relation,Handicaps,SyndicObjectId,Edm.String,True,False,0,0,0,0
hebergement,relation,Handicaps,ThesCode,Edm.String,True,False,0,0,0,0
hebergement,relation,Handicaps,ThesID,Edm.Guid,True,False,0,0,0,0
hebergement,relation,Handicaps,ThesLibelle,Edm.String,True,False,0,0,0,0
hebergement,relation,Handicaps,ThesOrdre,Edm.Int32,True,False,0,0,0,0
hebergement,relation,Handicaps,ThesPicto,Edm.String,True,False,0,0,0,0
hebergement,relation,Horairearriveedeparts,Heuredarrivee,Edm.TimeSpan,True,True,11,0,11,0.0
hebergement,relation,Horairearriveedeparts,Heuredarriveemax,Edm.TimeSpan,True,True,11,0,11,0.0
hebergement,relation,Horairearriveedeparts,Heurededepart,Edm.TimeSpan,True,True,11,2,9,18.2
hebergement,relation,Horairearriveedeparts,ID,Edm.Int64,True,True,11,11,0,100.0
hebergement,relation,Horairearriveedeparts,Ordre,Edm.Int64,True,True,11,11,0,100.0
hebergement,relation,Horairearriveedeparts,SyndicObjectId,Edm.String,True,True,11,11,0,100.0
hebergement,relation,Labels,ID,Edm.Int64,True,True,34,34,0,100.0
hebergement,relation,Labels,Ordre,Edm.Int64,True,True,34,34,0,100.0
hebergement,relation,Labels,SyndicObjectId,Edm.String,True,True,34,34,0,100.0
hebergement,relation,Labels,ThesCode,Edm.String,True,True,34,34,0,100.0
hebergement,relation,Labels,ThesID,Edm.Guid,True,True,34,34,0,100.0
hebergement,relation,Labels,ThesLibelle,Edm.String,True,True,34,34,0,100.0
hebergement,relation,Labels,ThesOrdre,Edm.Int64,True,True,34,34,0,100.0
hebergement,relation,Labels,ThesPicto,Edm.String,True,True,34,0,34,0.0
hebergement,relation,LanguesParleess,ID,Edm.Int64,True,True,423,423,0,100.0
hebergement,relation,LanguesParleess,Ordre,Edm.Int64,True,True,423,423,0,100.0
hebergement,relation,LanguesParleess,SyndicObjectId,Edm.String,True,True,423,423,0,100.0
hebergement,relation,LanguesParleess,ThesCode,Edm.String,True,True,423,423,0,100.0
hebergement,relation,LanguesParleess,ThesID,Edm.Guid,True,True,423,423,0,100.0
hebergement,relation,LanguesParleess,ThesLibelle,Edm.String,True,True,423,423,0,100.0
hebergement,relation,LanguesParleess,ThesOrdre,Edm.Int64,True,True,423,423,0,100.0
hebergement,relation,LanguesParleess,ThesPicto,Edm.String,True,True,423,0,423,0.0
hebergement,relation,Localisationss,ID,Edm.Int64,True,True,227,227,0,100.0
hebergement,relation,Localisationss,Ordre,Edm.Int64,True,True,227,227,0,100.0
hebergement,relation,Localisationss,SyndicObjectId,Edm.String,True,True,227,227,0,100.0
hebergement,relation,Localisationss,ThesCode,Edm.String,True,True,227,227,0,100.0
hebergement,relation,Localisationss,ThesID,Edm.Guid,True,True,227,227,0,100.0
hebergement,relation,Localisationss,ThesLibelle,Edm.String,True,True,227,227,0,100.0
hebergement,relation,Localisationss,ThesOrdre,Edm.Int64,True,True,227,227,0,100.0
hebergement,relation,Localisationss,ThesPicto,Edm.String,True,True,227,0,227,0.0
hebergement,relation,ModesPaiements,ID,Edm.Int64,True,True,519,519,0,100.0
hebergement,relation,ModesPaiements,Ordre,Edm.Int64,True,True,519,519,0,100.0
hebergement,relation,ModesPaiements,SyndicObjectId,Edm.String,True,True,519,519,0,100.0
hebergement,relation,ModesPaiements,ThesCode,Edm.String,True,True,519,519,0,100.0
hebergement,relation,ModesPaiements,ThesID,Edm.Guid,True,True,519,519,0,100.0
hebergement,relation,ModesPaiements,ThesLibelle,Edm.String,True,True,519,519,0,100.0
hebergement,relation,ModesPaiements,ThesOrdre,Edm.Int64,True,True,519,519,0,100.0
hebergement,relation,ModesPaiements,ThesPicto,Edm.String,True,True,519,0,519,0.0
hebergement,relation,Moyencommunications,Complementdinformations,Edm.String,True,True,617,0,617,0.0
hebergement,relation,Moyencommunications,Coordonnees,Edm.String,True,True,617,604,13,97.9
hebergement,relation,Moyencommunications,ID,Edm.Int64,True,True,617,617,0,100.0
hebergement,relation,Moyencommunications,Moyendecommunication,TourInSoft.V5.Syndication.Syndication_FSHebergementOTISud_1BE1FF22C4564D65B15EC83BC63F0644.ListeComplexType,False,True,33,0,33,0.0
hebergement,relation,Moyencommunications,Moyendecommunication.ThesCode,Edm.String,True,True,584,584,0,100.0
hebergement,relation,Moyencommunications,Moyendecommunication.ThesID,Edm.Guid,True,True,584,584,0,100.0
hebergement,relation,Moyencommunications,Moyendecommunication.ThesLibelle,Edm.String,True,True,584,584,0,100.0
hebergement,relation,Moyencommunications,Moyendecommunication.ThesOrdre,Edm.Int32,True,True,584,584,0,100.0
hebergement,relation,Moyencommunications,Moyendecommunication.ThesPicto,Edm.String,True,True,584,0,584,0.0
hebergement,relation,Moyencommunications,Ordre,Edm.Int64,True,True,617,617,0,100.0
hebergement,relation,Moyencommunications,SyndicObjectId,Edm.String,True,True,617,617,0,100.0
hebergement,relation,Moyencommunications,Typedecoordonnees.ThesCode,Edm.String,True,True,617,617,0,100.0
hebergement,relation,Moyencommunications,Typedecoordonnees.ThesID,Edm.Guid,True,True,617,617,0,100.0
hebergement,relation,Moyencommunications,Typedecoordonnees.ThesLibelle,Edm.String,True,True,617,617,0,100.0
hebergement,relation,Moyencommunications,Typedecoordonnees.ThesOrdre,Edm.Int32,True,True,617,617,0,100.0
hebergement,relation,Moyencommunications,Typedecoordonnees.ThesPicto,Edm.String,True,True,617,0,617,0.0
hebergement,relation,PeriodeOuvertures,Datedebut,Edm.DateTime,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,Datefin,Edm.DateTime,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,dimancheheuredebut1,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,dimancheheuredebut2,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,dimancheheurefin1,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,dimancheheurefin2,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,heuredebut1,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,heuredebut2,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,heurefin1,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,heurefin2,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,ID,Edm.Int64,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,jeudiheuredebut1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,jeudiheuredebut2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,jeudiheurefin1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,jeudiheurefin2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,lundiheuredebut1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,lundiheuredebut2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,lundiheurefin1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,lundiheurefin2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mardiheuredebut1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mardiheuredebut2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mardiheurefin1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mardiheurefin2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mercrediheuredebut1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mercrediheuredebut2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mercrediheurefin1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,mercrediheurefin2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,Ordre,Edm.Int64,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,Precisionssurlesfermetures,Edm.String,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,Precisionssurlesouvertures,Edm.String,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,samediheuredebut1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,samediheuredebut2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,samediheurefin1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,samediheurefin2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,SyndicObjectId,Edm.String,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,vendrediheuredebut1,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,vendrediheuredebut2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,PeriodeOuvertures,vendrediheurefin1,Edm.TimeSpan,True,True,1,0,1,0.0
hebergement,relation,PeriodeOuvertures,vendrediheurefin2,Edm.TimeSpan,True,True,1,1,0,100.0
hebergement,relation,Photos,Datedefindutilisation,Edm.DateTime,True,True,1609,0,1609,0.0
hebergement,relation,Photos,ID,Edm.Int64,True,True,1609,1609,0,100.0
hebergement,relation,Photos,Licencecreativecommons,Edm.Boolean,True,True,1609,0,1609,0.0
hebergement,relation,Photos,Ordre,Edm.Int64,True,True,1609,1609,0,100.0
hebergement,relation,Photos,Photo.Credit,Edm.String,True,True,1609,1609,0,100.0
hebergement,relation,Photos,Photo.MediaID,Edm.Guid,True,True,1609,1609,0,100.0
hebergement,relation,Photos,Photo.Titre,Edm.String,True,True,1609,1609,0,100.0
hebergement,relation,Photos,Photo.Url,Edm.String,True,True,1609,1609,0,100.0
hebergement,relation,Photos,SyndicObjectId,Edm.String,True,True,1609,1609,0,100.0
