feed,path,scope,collection,name,edm_type,declared,observed,observed_count,non_empty_count,empty_count,coverage_pct,present_in_feed_count,reuse_class,coverage_status,mapping_status,evidence
hebergement,Animauxacceptess.Ordre,relation,Animauxacceptess,Ordre,Edm.Int64,True,True,211,211,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Animauxacceptess.SyndicObjectId,relation,Animauxacceptess,SyndicObjectId,Edm.String,True,True,211,211,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.Capacite,relation,Capacitecampings,Capacite,Edm.Double,True,True,3,3,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.ID,relation,Capacitecampings,ID,Edm.Int64,True,True,3,3,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.Nombredemplacementcamping,relation,Capacitecampings,Nombredemplacementcamping,Edm.Double,True,True,3,0,3,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.Nombredeproduits,relation,Capacitecampings,Nombredeproduits,Edm.Double,True,True,3,3,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.Ordre,relation,Capacitecampings,Ordre,Edm.Int64,True,True,3,3,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.Superficieduterrain,relation,Capacitecampings,Superficieduterrain,Edm.Double,True,True,3,3,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.Surfacecamping,relation,Capacitecampings,Surfacecamping,Edm.Double,True,True,3,0,3,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.Surfacedelhabitation,relation,Capacitecampings,Surfacedelhabitation,Edm.Double,True,True,3,3,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitecampings.SyndicObjectId,relation,Capacitecampings,SyndicObjectId,Edm.String,True,True,3,3,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Capacitetotalenombredepersonnes,relation,Capacites,Capacitetotalenombredepersonnes,Edm.Double,True,True,208,207,1,99.5,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.ID,relation,Capacites,ID,Edm.Int64,True,True,208,208,0,100.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Nombredechambresfamiliales,relation,Capacites,Nombredechambresfamiliales,Edm.Double,True,True,208,0,208,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Nombredechambrespourpersonneamobilitereduite,relation,Capacites,Nombredechambrespourpersonneamobilitereduite,Edm.Double,True,True,208,0,208,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Nombredelits,relation,Capacites,Nombredelits,Edm.Double,True,True,208,0,208,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Nombretotaldechambres,relation,Capacites,Nombretotaldechambres,Edm.Double,True,True,208,15,193,7.2,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Ordre,relation,Capacites,Ordre,Edm.Int64,True,True,208,208,0,100.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Salledereunion,relation,Capacites,Salledereunion,Edm.Boolean,True,True,208,4,204,1.9,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Superficieduterrain,relation,Capacites,Superficieduterrain,Edm.Double,True,True,208,184,24,88.5,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.Surfacedelhabitation,relation,Capacites,Surfacedelhabitation,Edm.Double,True,True,208,198,10,95.2,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacites.SyndicObjectId,relation,Capacites,SyndicObjectId,Edm.String,True,True,208,208,0,100.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Capacitesallereunions.Capacitedelasalle,relation,Capacitesallereunions,Capacitedelasalle,Edm.Double,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Capacitesallereunions.Descriptifdelasalle,relation,Capacitesallereunions,Descriptifdelasalle,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Capacitesallereunions.ID,relation,Capacitesallereunions,ID,Edm.Int64,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Capacitesallereunions.Nomdelasalle,relation,Capacitesallereunions,Nomdelasalle,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Capacitesallereunions.Ordre,relation,Capacitesallereunions,Ordre,Edm.Int64,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Capacitesallereunions.SyndicObjectId,relation,Capacitesallereunions,SyndicObjectId,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.ID,relation,ClassementGitesDeFrances,ID,Edm.Int64,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.Ordre,relation,ClassementGitesDeFrances,Ordre,Edm.Int64,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.SyndicObjectId,relation,ClassementGitesDeFrances,SyndicObjectId,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.ThesCode,relation,ClassementGitesDeFrances,ThesCode,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.ThesID,relation,ClassementGitesDeFrances,ThesID,Edm.Guid,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.ThesLibelle,relation,ClassementGitesDeFrances,ThesLibelle,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.ThesOrdre,relation,ClassementGitesDeFrances,ThesOrdre,Edm.Int32,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementGitesDeFrances.ThesPicto,relation,ClassementGitesDeFrances,ThesPicto,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.ID,relation,ClassementsCleVacancess,ID,Edm.Int64,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.Ordre,relation,ClassementsCleVacancess,Ordre,Edm.Int64,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.SyndicObjectId,relation,ClassementsCleVacancess,SyndicObjectId,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.ThesCode,relation,ClassementsCleVacancess,ThesCode,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.ThesID,relation,ClassementsCleVacancess,ThesID,Edm.Guid,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.ThesLibelle,relation,ClassementsCleVacancess,ThesLibelle,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.ThesOrdre,relation,ClassementsCleVacancess,ThesOrdre,Edm.Int32,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,ClassementsCleVacancess.ThesPicto,relation,ClassementsCleVacancess,ThesPicto,Edm.String,True,False,0,0,0,0,1,feed_specific,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.ID,relation,Classificationcategories,ID,Edm.Int64,True,True,210,210,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.Ordre,relation,Classificationcategories,Ordre,Edm.Int64,True,True,210,210,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.SyndicObjectId,relation,Classificationcategories,SyndicObjectId,Edm.String,True,True,210,210,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.ThesCode,relation,Classificationcategories,ThesCode,Edm.String,True,True,210,210,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.ThesID,relation,Classificationcategories,ThesID,Edm.Guid,True,True,210,210,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.ThesLibelle,relation,Classificationcategories,ThesLibelle,Edm.String,True,True,210,210,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.ThesOrdre,relation,Classificationcategories,ThesOrdre,Edm.Int64,True,True,210,210,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationcategories.ThesPicto,relation,Classificationcategories,ThesPicto,Edm.String,True,True,210,0,210,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.ID,relation,ClassificationsouscategorieCHoteHLOs,ID,Edm.Int64,True,True,49,49,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.Ordre,relation,ClassificationsouscategorieCHoteHLOs,Ordre,Edm.Int64,True,True,49,49,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.SyndicObjectId,relation,ClassificationsouscategorieCHoteHLOs,SyndicObjectId,Edm.String,True,True,49,49,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.ThesCode,relation,ClassificationsouscategorieCHoteHLOs,ThesCode,Edm.String,True,True,49,49,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.ThesID,relation,ClassificationsouscategorieCHoteHLOs,ThesID,Edm.Guid,True,True,49,49,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.ThesLibelle,relation,ClassificationsouscategorieCHoteHLOs,ThesLibelle,Edm.String,True,True,49,49,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.ThesOrdre,relation,ClassificationsouscategorieCHoteHLOs,ThesOrdre,Edm.Int64,True,True,49,49,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorieCHoteHLOs.ThesPicto,relation,ClassificationsouscategorieCHoteHLOs,ThesPicto,Edm.String,True,True,49,0,49,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.ID,relation,ClassificationsouscategoriegiteHLOs,ID,Edm.Int64,True,True,17,17,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.Ordre,relation,ClassificationsouscategoriegiteHLOs,Ordre,Edm.Int64,True,True,17,17,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.SyndicObjectId,relation,ClassificationsouscategoriegiteHLOs,SyndicObjectId,Edm.String,True,True,17,17,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.ThesCode,relation,ClassificationsouscategoriegiteHLOs,ThesCode,Edm.String,True,True,17,17,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.ThesID,relation,ClassificationsouscategoriegiteHLOs,ThesID,Edm.Guid,True,True,17,17,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.ThesLibelle,relation,ClassificationsouscategoriegiteHLOs,ThesLibelle,Edm.String,True,True,17,17,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.ThesOrdre,relation,ClassificationsouscategoriegiteHLOs,ThesOrdre,Edm.Int64,True,True,17,17,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategoriegiteHLOs.ThesPicto,relation,ClassificationsouscategoriegiteHLOs,ThesPicto,Edm.String,True,True,17,0,17,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.ID,relation,ClassificationsouscategorielocsaisHLOs,ID,Edm.Int64,True,True,134,134,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.Ordre,relation,ClassificationsouscategorielocsaisHLOs,Ordre,Edm.Int64,True,True,134,134,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.SyndicObjectId,relation,ClassificationsouscategorielocsaisHLOs,SyndicObjectId,Edm.String,True,True,134,134,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.ThesCode,relation,ClassificationsouscategorielocsaisHLOs,ThesCode,Edm.String,True,True,134,134,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.ThesID,relation,ClassificationsouscategorielocsaisHLOs,ThesID,Edm.Guid,True,True,134,134,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.ThesLibelle,relation,ClassificationsouscategorielocsaisHLOs,ThesLibelle,Edm.String,True,True,134,134,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.ThesOrdre,relation,ClassificationsouscategorielocsaisHLOs,ThesOrdre,Edm.Int64,True,True,134,134,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ClassificationsouscategorielocsaisHLOs.ThesPicto,relation,ClassificationsouscategorielocsaisHLOs,ThesPicto,Edm.String,True,True,134,0,134,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.ID,relation,Classificationsouscategories,ID,Edm.Int64,True,True,10,10,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.Ordre,relation,Classificationsouscategories,Ordre,Edm.Int64,True,True,10,10,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.SyndicObjectId,relation,Classificationsouscategories,SyndicObjectId,Edm.String,True,True,10,10,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.ThesCode,relation,Classificationsouscategories,ThesCode,Edm.String,True,True,10,10,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.ThesID,relation,Classificationsouscategories,ThesID,Edm.Guid,True,True,10,10,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.ThesLibelle,relation,Classificationsouscategories,ThesLibelle,Edm.String,True,True,10,10,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.ThesOrdre,relation,Classificationsouscategories,ThesOrdre,Edm.Int64,True,True,10,10,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Classificationsouscategories.ThesPicto,relation,Classificationsouscategories,ThesPicto,Edm.String,True,True,10,0,10,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Descriptifss.Accroche,relation,Descriptifss,Accroche,Edm.String,True,True,211,191,20,90.5,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Descriptifss.Descriptioncommerciale,relation,Descriptifss,Descriptioncommerciale,Edm.String,True,True,211,210,1,99.5,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Descriptifss.ID,relation,Descriptifss,ID,Edm.Int64,True,True,211,211,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Descriptifss.Ordre,relation,Descriptifss,Ordre,Edm.Int64,True,True,211,211,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Descriptifss.SyndicObjectId,relation,Descriptifss,SyndicObjectId,Edm.String,True,True,211,211,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Fichiers.DocumentFichier.Credit,relation,Fichiers,DocumentFichier.Credit,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Fichiers.DocumentFichier.MediaID,relation,Fichiers,DocumentFichier.MediaID,Edm.Guid,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Fichiers.DocumentFichier.Titre,relation,Fichiers,DocumentFichier.Titre,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Fichiers.DocumentFichier.Url,relation,Fichiers,DocumentFichier.Url,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Fichiers.ID,relation,Fichiers,ID,Edm.Int64,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Fichiers.Ordre,relation,Fichiers,Ordre,Edm.Int64,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Fichiers.SyndicObjectId,relation,Fichiers,SyndicObjectId,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.ID,relation,Handicaps,ID,Edm.Int64,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.Ordre,relation,Handicaps,Ordre,Edm.Int64,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.SyndicObjectId,relation,Handicaps,SyndicObjectId,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.ThesCode,relation,Handicaps,ThesCode,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.ThesID,relation,Handicaps,ThesID,Edm.Guid,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.ThesLibelle,relation,Handicaps,ThesLibelle,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.ThesOrdre,relation,Handicaps,ThesOrdre,Edm.Int32,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Handicaps.ThesPicto,relation,Handicaps,ThesPicto,Edm.String,True,False,0,0,0,0,6,all_feeds,declared_unobserved,unclassified,source-schemas/hebergement.json
hebergement,Horairearriveedeparts.Heuredarrivee,relation,Horairearriveedeparts,Heuredarrivee,Edm.TimeSpan,True,True,11,0,11,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Horairearriveedeparts.Heuredarriveemax,relation,Horairearriveedeparts,Heuredarriveemax,Edm.TimeSpan,True,True,11,0,11,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Horairearriveedeparts.Heurededepart,relation,Horairearriveedeparts,Heurededepart,Edm.TimeSpan,True,True,11,2,9,18.2,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Horairearriveedeparts.ID,relation,Horairearriveedeparts,ID,Edm.Int64,True,True,11,11,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Horairearriveedeparts.Ordre,relation,Horairearriveedeparts,Ordre,Edm.Int64,True,True,11,11,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Horairearriveedeparts.SyndicObjectId,relation,Horairearriveedeparts,SyndicObjectId,Edm.String,True,True,11,11,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.ID,relation,Labels,ID,Edm.Int64,True,True,34,34,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.Ordre,relation,Labels,Ordre,Edm.Int64,True,True,34,34,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.SyndicObjectId,relation,Labels,SyndicObjectId,Edm.String,True,True,34,34,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.ThesCode,relation,Labels,ThesCode,Edm.String,True,True,34,34,0,100.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.ThesID,relation,Labels,ThesID,Edm.Guid,True,True,34,34,0,100.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.ThesLibelle,relation,Labels,ThesLibelle,Edm.String,True,True,34,34,0,100.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.ThesOrdre,relation,Labels,ThesOrdre,Edm.Int64,True,True,34,34,0,100.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Labels.ThesPicto,relation,Labels,ThesPicto,Edm.String,True,True,34,0,34,0.0,4,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.ID,relation,LanguesParleess,ID,Edm.Int64,True,True,423,423,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.Ordre,relation,LanguesParleess,Ordre,Edm.Int64,True,True,423,423,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.SyndicObjectId,relation,LanguesParleess,SyndicObjectId,Edm.String,True,True,423,423,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.ThesCode,relation,LanguesParleess,ThesCode,Edm.String,True,True,423,423,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.ThesID,relation,LanguesParleess,ThesID,Edm.Guid,True,True,423,423,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.ThesLibelle,relation,LanguesParleess,ThesLibelle,Edm.String,True,True,423,423,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.ThesOrdre,relation,LanguesParleess,ThesOrdre,Edm.Int64,True,True,423,423,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,LanguesParleess.ThesPicto,relation,LanguesParleess,ThesPicto,Edm.String,True,True,423,0,423,0.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.ID,relation,Localisationss,ID,Edm.Int64,True,True,227,227,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.Ordre,relation,Localisationss,Ordre,Edm.Int64,True,True,227,227,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.SyndicObjectId,relation,Localisationss,SyndicObjectId,Edm.String,True,True,227,227,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.ThesCode,relation,Localisationss,ThesCode,Edm.String,True,True,227,227,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.ThesID,relation,Localisationss,ThesID,Edm.Guid,True,True,227,227,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.ThesLibelle,relation,Localisationss,ThesLibelle,Edm.String,True,True,227,227,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.ThesOrdre,relation,Localisationss,ThesOrdre,Edm.Int64,True,True,227,227,0,100.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Localisationss.ThesPicto,relation,Localisationss,ThesPicto,Edm.String,True,True,227,0,227,0.0,1,feed_specific,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.ID,relation,ModesPaiements,ID,Edm.Int64,True,True,519,519,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.Ordre,relation,ModesPaiements,Ordre,Edm.Int64,True,True,519,519,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.SyndicObjectId,relation,ModesPaiements,SyndicObjectId,Edm.String,True,True,519,519,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.ThesCode,relation,ModesPaiements,ThesCode,Edm.String,True,True,519,519,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.ThesID,relation,ModesPaiements,ThesID,Edm.Guid,True,True,519,519,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.ThesLibelle,relation,ModesPaiements,ThesLibelle,Edm.String,True,True,519,519,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.ThesOrdre,relation,ModesPaiements,ThesOrdre,Edm.Int64,True,True,519,519,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,ModesPaiements.ThesPicto,relation,ModesPaiements,ThesPicto,Edm.String,True,True,519,0,519,0.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Moyencommunications.Complementdinformations,relation,Moyencommunications,Complementdinformations,Edm.String,True,True,617,0,617,0.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Moyencommunications.Coordonnees,relation,Moyencommunications,Coordonnees,Edm.String,True,True,617,604,13,97.9,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Moyencommunications.ID,relation,Moyencommunications,ID,Edm.Int64,True,True,617,617,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Moyencommunications.Moyendecommunication,relation,Moyencommunications,Moyendecommunication,TourInSoft.V5.Syndication.Syndication_FSHebergementOTISud_1BE1FF22C4564D65B15EC83BC63F0644.ListeComplexType,False,True,33,0,33,0.0,5,shared,observed_source,unclassified,source-schemas/hebergement.json
hebergement,Moyencommunications.Moyendecommunication.ThesCode,relation,Moyencommunications,Moyendecommunication.ThesCode,Edm.String,True,True,584,584,0,100.0,6,all_feeds,observed_source,unclassified,source-schemas/hebergement.json
