fk_schema,fk_table,fk_name,fk_columns,ref_schema,ref_table,ref_columns,on_update,on_delete,deferrable,initially_deferred
public,actor,actor_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,actor,actor_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,actor_channel,actor_channel_actor_id_fkey,actor_id,public,actor,id,NO ACTION,CASCADE,f,f
public,actor_channel,actor_channel_kind_id_fkey,kind_id,public,ref_code_contact_kind,id,NO ACTION,RESTRICT,f,f
public,actor_channel,actor_channel_role_id_fkey,role_id,public,ref_contact_role,id,NO ACTION,SET NULL,f,f
public,actor_consent,actor_consent_actor_id_fkey,actor_id,public,actor,id,NO ACTION,CASCADE,f,f
public,actor_consent,actor_consent_document_id_fkey,document_id,public,ref_document,id,NO ACTION,SET NULL,f,f
public,actor_object_role,actor_object_role_actor_id_fkey,actor_id,public,actor,id,NO ACTION,CASCADE,f,f
public,actor_object_role,actor_object_role_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,actor_object_role,actor_object_role_role_id_fkey,role_id,public,ref_actor_role,id,NO ACTION,RESTRICT,f,f
public,app_branding_settings,app_branding_settings_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,app_branding_settings,app_branding_settings_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,app_user_profile,app_user_profile_actor_id_fkey,actor_id,public,actor,id,NO ACTION,SET NULL,f,f
public,app_user_profile,app_user_profile_id_fkey,id,auth,users,id,NO ACTION,CASCADE,f,f
public,audit_criteria,audit_criteria_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_criteria,audit_criteria_template_id_fkey,template_id,public,audit_template,id,NO ACTION,CASCADE,f,f
public,audit_criteria,audit_criteria_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_result,audit_result_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_result,audit_result_criteria_id_fkey,criteria_id,public,audit_criteria,id,NO ACTION,CASCADE,f,f
public,audit_result,audit_result_session_id_fkey,session_id,public,audit_session,id,NO ACTION,CASCADE,f,f
public,audit_result,audit_result_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_session,audit_session_auditor_id_fkey,auditor_id,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_session,audit_session_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_session,audit_session_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,audit_session,audit_session_template_id_fkey,template_id,public,audit_template,id,NO ACTION,RESTRICT,f,f
public,audit_session,audit_session_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_template,audit_template_classification_value_id_fkey,classification_value_id,public,ref_classification_value,id,NO ACTION,RESTRICT,f,f
public,audit_template,audit_template_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,audit_template,audit_template_scheme_id_fkey,scheme_id,public,ref_classification_scheme,id,NO ACTION,RESTRICT,f,f
public,audit_template,audit_template_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,contact_channel,contact_channel_kind_id_fkey,kind_id,public,ref_code_contact_kind,id,NO ACTION,RESTRICT,f,f
public,contact_channel,contact_channel_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,contact_channel,contact_channel_role_id_fkey,role_id,public,ref_contact_role,id,NO ACTION,RESTRICT,f,f
public,crm_interaction,crm_interaction_actor_id_fkey,actor_id,public,actor,id,NO ACTION,SET NULL,f,f
public,crm_interaction,crm_interaction_demand_subtopic_id_fkey,demand_subtopic_id,public,ref_code_demand_subtopic,id,NO ACTION,RESTRICT,f,f
public,crm_interaction,crm_interaction_demand_topic_id_fkey,demand_topic_id,public,ref_code_demand_topic,id,NO ACTION,RESTRICT,f,f
public,crm_interaction,crm_interaction_handled_by_actor_id_fkey,handled_by_actor_id,public,actor,id,NO ACTION,SET NULL,f,f
public,crm_interaction,crm_interaction_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,crm_interaction,crm_interaction_owner_fkey,owner,auth,users,id,NO ACTION,SET NULL,f,f
public,crm_interaction,crm_interaction_request_mood_id_fkey,request_mood_id,public,ref_code_mood,id,NO ACTION,SET NULL,f,f
public,crm_interaction,crm_interaction_response_mood_id_fkey,response_mood_id,public,ref_code_mood,id,NO ACTION,SET NULL,f,f
public,crm_task,crm_task_actor_id_fkey,actor_id,public,actor,id,NO ACTION,SET NULL,f,f
public,crm_task,crm_task_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,crm_task,crm_task_owner_fkey,owner,auth,users,id,NO ACTION,SET NULL,f,f
public,crm_task,crm_task_related_interaction_id_fkey,related_interaction_id,public,crm_interaction,id,NO ACTION,SET NULL,f,f
public,i18n_translation,i18n_translation_language_id_fkey,language_id,public,ref_language,id,NO ACTION,RESTRICT,f,f
public,incident_report,incident_report_category_id_fkey,category_id,public,ref_code_incident_category,id,NO ACTION,RESTRICT,f,f
public,incident_report,incident_report_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,incident_report,incident_report_crm_interaction_id_fkey,crm_interaction_id,public,crm_interaction,id,NO ACTION,SET NULL,f,f
public,incident_report,incident_report_crm_task_id_fkey,crm_task_id,public,crm_task,id,NO ACTION,SET NULL,f,f
public,incident_report,incident_report_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,incident_report,incident_report_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,media,media_media_type_id_fkey,media_type_id,public,ref_code_media_type,id,NO ACTION,RESTRICT,f,f
public,media,media_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,media,media_org_object_id_fkey,org_object_id,public,object,id,NO ACTION,SET NULL,f,f
public,media,media_place_id_fkey,place_id,public,object_place,id,NO ACTION,CASCADE,f,f
public,media_tag,media_tag_media_id_fkey,media_id,public,media,id,NO ACTION,CASCADE,f,f
public,media_tag,media_tag_tag_id_fkey,tag_id,public,ref_code_media_tag,id,NO ACTION,RESTRICT,f,f
public,meeting_room_equipment,meeting_room_equipment_equipment_id_fkey,equipment_id,public,ref_code_meeting_equipment,id,NO ACTION,RESTRICT,f,f
public,meeting_room_equipment,meeting_room_equipment_room_id_fkey,room_id,public,object_meeting_room,id,NO ACTION,CASCADE,f,f
public,object,object_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object,object_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_act,object_act_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_amenity,object_amenity_amenity_id_fkey,amenity_id,public,ref_amenity,id,NO ACTION,CASCADE,f,f
public,object_amenity,object_amenity_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_capacity,object_capacity_metric_id_fkey,metric_id,public,ref_capacity_metric,id,NO ACTION,RESTRICT,f,f
public,object_capacity,object_capacity_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_classification,object_classification_document_id_fkey,document_id,public,ref_document,id,NO ACTION,SET NULL,f,f
public,object_classification,object_classification_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_classification,object_classification_scheme_id_fkey,scheme_id,public,ref_classification_scheme,id,NO ACTION,RESTRICT,f,f
public,object_classification,object_classification_value_id_fkey,value_id,public,ref_classification_value,id,NO ACTION,RESTRICT,f,f
public,object_description,object_description_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_description,object_description_org_object_id_fkey,org_object_id,public,object,id,NO ACTION,SET NULL,f,f
public,object_discount,object_discount_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_environment_tag,object_environment_tag_environment_tag_id_fkey,environment_tag_id,public,ref_code_environment_tag,id,NO ACTION,CASCADE,f,f
public,object_environment_tag,object_environment_tag_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_external_id,object_external_id_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_external_id,object_external_id_organization_object_id_fkey,organization_object_id,public,object,id,NO ACTION,RESTRICT,f,f
public,object_fma,object_fma_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_fma_occurrence,object_fma_occurrence_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_group_policy,object_group_policy_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti,object_iti_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti,object_iti_status_document_id_fkey,status_document_id,public,ref_document,id,NO ACTION,SET NULL,f,f
public,object_iti_associated_object,object_iti_associated_object_associated_object_id_fkey,associated_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti_associated_object,object_iti_associated_object_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti_associated_object,object_iti_associated_object_role_id_fkey,role_id,public,ref_iti_assoc_role,id,NO ACTION,RESTRICT,f,f
public,object_iti_info,object_iti_info_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti_practice,object_iti_practice_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti_practice,object_iti_practice_practice_id_fkey,practice_id,public,ref_code_iti_practice,id,NO ACTION,RESTRICT,f,f
public,object_iti_profile,object_iti_profile_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti_section,object_iti_section_parent_object_id_fkey,parent_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti_stage,object_iti_stage_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_iti_stage_media,object_iti_stage_media_media_id_fkey,media_id,public,media,id,NO ACTION,CASCADE,f,f
public,object_iti_stage_media,object_iti_stage_media_stage_id_fkey,stage_id,public,object_iti_stage,id,NO ACTION,CASCADE,f,f
public,object_language,object_language_language_id_fkey,language_id,public,ref_language,id,NO ACTION,CASCADE,f,f
public,object_language,object_language_level_id_fkey,level_id,public,ref_code_language_level,id,NO ACTION,SET NULL,f,f
public,object_language,object_language_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_legal,object_legal_document_id_fkey,document_id,public,ref_document,id,NO ACTION,SET NULL,f,f
public,object_legal,object_legal_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_legal,object_legal_type_id_fkey,type_id,public,ref_legal_type,id,NO ACTION,RESTRICT,f,f
public,object_location,object_location_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_location,object_location_place_id_fkey,place_id,public,object_place,id,NO ACTION,CASCADE,f,f
public,object_meeting_room,object_meeting_room_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_membership,object_membership_campaign_id_fkey,campaign_id,public,ref_code_membership_campaign,id,NO ACTION,RESTRICT,f,f
public,object_membership,object_membership_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_membership,object_membership_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_membership,object_membership_org_object_id_fkey,org_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_membership,object_membership_tier_id_fkey,tier_id,public,ref_code_membership_tier,id,NO ACTION,RESTRICT,f,f
public,object_membership,object_membership_updated_by_fkey,updated_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_menu,object_menu_category_id_fkey,category_id,public,ref_code_menu_category,id,NO ACTION,RESTRICT,f,f
public,object_menu,object_menu_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_menu_item,object_menu_item_kind_id_fkey,kind_id,public,ref_code_price_kind,id,NO ACTION,RESTRICT,f,f
public,object_menu_item,object_menu_item_media_id_fkey,media_id,public,media,id,NO ACTION,SET NULL,f,f
public,object_menu_item,object_menu_item_menu_id_fkey,menu_id,public,object_menu,id,NO ACTION,CASCADE,f,f
public,object_menu_item,object_menu_item_unit_id_fkey,unit_id,public,ref_code_price_unit,id,NO ACTION,RESTRICT,f,f
public,object_menu_item_allergen,object_menu_item_allergen_allergen_id_fkey,allergen_id,public,ref_code_allergen,id,NO ACTION,CASCADE,f,f
public,object_menu_item_allergen,object_menu_item_allergen_menu_item_id_fkey,menu_item_id,public,object_menu_item,id,NO ACTION,CASCADE,f,f
public,object_menu_item_cuisine_type,object_menu_item_cuisine_type_cuisine_type_id_fkey,cuisine_type_id,public,ref_code_cuisine_type,id,NO ACTION,CASCADE,f,f
public,object_menu_item_cuisine_type,object_menu_item_cuisine_type_menu_item_id_fkey,menu_item_id,public,object_menu_item,id,NO ACTION,CASCADE,f,f
public,object_menu_item_dietary_tag,object_menu_item_dietary_tag_dietary_tag_id_fkey,dietary_tag_id,public,ref_code_dietary_tag,id,NO ACTION,CASCADE,f,f
public,object_menu_item_dietary_tag,object_menu_item_dietary_tag_menu_item_id_fkey,menu_item_id,public,object_menu_item,id,NO ACTION,CASCADE,f,f
public,object_menu_item_media,object_menu_item_media_media_id_fkey,media_id,public,media,id,NO ACTION,CASCADE,f,f
public,object_menu_item_media,object_menu_item_media_menu_item_id_fkey,menu_item_id,public,object_menu_item,id,NO ACTION,CASCADE,f,f
public,object_org_link,object_org_link_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_org_link,object_org_link_org_object_id_fkey,org_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_org_link,object_org_link_role_id_fkey,role_id,public,ref_org_role,id,NO ACTION,RESTRICT,f,f
public,object_origin,object_origin_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_payment_method,object_payment_method_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_payment_method,object_payment_method_payment_method_id_fkey,payment_method_id,public,ref_code_payment_method,id,NO ACTION,CASCADE,f,f
public,object_pet_policy,object_pet_policy_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_place,object_place_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_place_description,object_place_description_place_id_fkey,place_id,public,object_place,id,NO ACTION,CASCADE,f,f
public,object_price,object_price_kind_id_fkey,kind_id,public,ref_code_price_kind,id,NO ACTION,RESTRICT,f,f
public,object_price,object_price_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_price,object_price_unit_id_fkey,unit_id,public,ref_code_price_unit,id,NO ACTION,RESTRICT,f,f
public,object_price_period,object_price_period_price_id_fkey,price_id,public,object_price,id,NO ACTION,CASCADE,f,f
public,object_private_description,object_private_description_created_by_user_id_fkey,created_by_user_id,auth,users,id,NO ACTION,SET NULL,f,f
public,object_private_description,object_private_description_language_id_fkey,language_id,public,ref_language,id,NO ACTION,SET NULL,f,f
public,object_private_description,object_private_description_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_private_description,object_private_description_org_object_id_fkey,org_object_id,public,object,id,NO ACTION,SET NULL,f,f
public,object_relation,object_relation_relation_type_id_fkey,relation_type_id,public,ref_object_relation_type,id,NO ACTION,RESTRICT,f,f
public,object_relation,object_relation_source_object_id_fkey,source_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_relation,object_relation_target_object_id_fkey,target_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_review,object_review_language_id_fkey,language_id,public,ref_language,id,NO ACTION,SET NULL,f,f
public,object_review,object_review_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_review,object_review_source_id_fkey,source_id,public,ref_review_source,id,NO ACTION,RESTRICT,f,f
public,object_room_type,object_room_type_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_room_type,object_room_type_view_type_id_fkey,view_type_id,public,ref_code_view_type,id,NO ACTION,SET NULL,f,f
public,object_room_type_amenity,object_room_type_amenity_amenity_id_fkey,amenity_id,public,ref_amenity,id,NO ACTION,CASCADE,f,f
public,object_room_type_amenity,object_room_type_amenity_room_type_id_fkey,room_type_id,public,object_room_type,id,NO ACTION,CASCADE,f,f
public,object_room_type_media,object_room_type_media_media_id_fkey,media_id,public,media,id,NO ACTION,CASCADE,f,f
public,object_room_type_media,object_room_type_media_room_type_id_fkey,room_type_id,public,object_room_type,id,NO ACTION,CASCADE,f,f
public,object_sustainability_action,object_sustainability_action_action_id_fkey,action_id,public,ref_sustainability_action,id,NO ACTION,RESTRICT,f,f
public,object_sustainability_action,object_sustainability_action_document_id_fkey,document_id,public,ref_document,id,NO ACTION,SET NULL,f,f
public,object_sustainability_action,object_sustainability_action_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_sustainability_action_label,object_sustainability_action__object_sustainability_action_fkey,object_sustainability_action_id,public,object_sustainability_action,id,NO ACTION,CASCADE,f,f
public,object_sustainability_action_label,object_sustainability_action_labe_object_classification_id_fkey,object_classification_id,public,object_classification,id,NO ACTION,CASCADE,f,f
public,object_taxonomy,fk_object_taxonomy_domain,domain,public,ref_code_domain_registry,domain,NO ACTION,RESTRICT,f,f
public,object_taxonomy,fk_object_taxonomy_ref_code,"ref_code_id,domain",public,ref_code,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey,"ref_code_id,domain",public,ref_code_accommodation_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey1,"ref_code_id,domain",public,ref_code_activity_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey10,"ref_code_id,domain",public,ref_code_demand_subtopic,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey11,"ref_code_id,domain",public,ref_code_demand_topic,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey12,"ref_code_id,domain",public,ref_code_destination_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey13,"ref_code_id,domain",public,ref_code_dietary_tag,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey14,"ref_code_id,domain",public,ref_code_document_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey15,"ref_code_id,domain",public,ref_code_environment_tag,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey16,"ref_code_id,domain",public,ref_code_event_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey17,"ref_code_id,domain",public,ref_code_feedback_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey18,"ref_code_id,domain",public,ref_code_incident_category,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey19,"ref_code_id,domain",public,ref_code_insurance_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey2,"ref_code_id,domain",public,ref_code_allergen,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey20,"ref_code_id,domain",public,ref_code_iti_practice,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey21,"ref_code_id,domain",public,ref_code_language_level,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey22,"ref_code_id,domain",public,ref_code_media_tag,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey23,"ref_code_id,domain",public,ref_code_media_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey24,"ref_code_id,domain",public,ref_code_meeting_equipment,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey25,"ref_code_id,domain",public,ref_code_membership_campaign,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey26,"ref_code_id,domain",public,ref_code_membership_tier,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey27,"ref_code_id,domain",public,ref_code_menu_category,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey28,"ref_code_id,domain",public,ref_code_mood,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey29,"ref_code_id,domain",public,ref_code_opening_schedule_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey3,"ref_code_id,domain",public,ref_code_amenity_family,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey30,"ref_code_id,domain",public,ref_code_package_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey31,"ref_code_id,domain",public,ref_code_partnership_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey32,"ref_code_id,domain",public,ref_code_payment_method,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey33,"ref_code_id,domain",public,ref_code_price_kind,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey34,"ref_code_id,domain",public,ref_code_price_unit,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey35,"ref_code_id,domain",public,ref_code_promotion_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey36,"ref_code_id,domain",public,ref_code_room_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey37,"ref_code_id,domain",public,ref_code_season_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey38,"ref_code_id,domain",public,ref_code_service_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey39,"ref_code_id,domain",public,ref_code_social_network,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey4,"ref_code_id,domain",public,ref_code_amenity_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey40,"ref_code_id,domain",public,ref_code_tourism_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey41,"ref_code_id,domain",public,ref_code_transport_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey42,"ref_code_id,domain",public,ref_code_view_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey43,"ref_code_id,domain",public,ref_code_weekday,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey44,"ref_code_id,domain",public,ref_code_other,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey5,"ref_code_id,domain",public,ref_code_assistance_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey6,"ref_code_id,domain",public,ref_code_booking_status,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey7,"ref_code_id,domain",public,ref_code_client_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey8,"ref_code_id,domain",public,ref_code_contact_kind,"id,domain",NO ACTION,RESTRICT,f,f
public,object_taxonomy,object_taxonomy_ref_code_id_domain_fkey9,"ref_code_id,domain",public,ref_code_cuisine_type,"id,domain",NO ACTION,RESTRICT,f,f
public,object_version,object_version_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_version,object_version_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_version_2026_03,object_version_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_version_2026_03,object_version_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_version_2026_04,object_version_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_version_2026_04,object_version_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_version_2026_05,object_version_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_version_2026_05,object_version_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_version_default,object_version_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,object_version_default,object_version_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,object_zone,object_zone_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,opening_period,opening_period_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,opening_schedule,opening_schedule_period_id_fkey,period_id,public,opening_period,id,NO ACTION,CASCADE,f,f
public,opening_schedule,opening_schedule_schedule_type_id_fkey,schedule_type_id,public,ref_code_opening_schedule_type,id,NO ACTION,RESTRICT,f,f
public,opening_time_frame,opening_time_frame_time_period_id_fkey,time_period_id,public,opening_time_period,id,NO ACTION,CASCADE,f,f
public,opening_time_period,opening_time_period_schedule_id_fkey,schedule_id,public,opening_schedule,id,NO ACTION,CASCADE,f,f
public,opening_time_period_weekday,opening_time_period_weekday_time_period_id_fkey,time_period_id,public,opening_time_period,id,NO ACTION,CASCADE,f,f
public,opening_time_period_weekday,opening_time_period_weekday_weekday_id_fkey,weekday_id,public,ref_code_weekday,id,NO ACTION,CASCADE,f,f
public,org_config,org_config_org_object_id_fkey,org_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,org_permission,org_permission_granted_by_fkey,granted_by,auth,users,id,NO ACTION,SET NULL,f,f
public,org_permission,org_permission_org_object_id_fkey,org_object_id,public,object,id,NO ACTION,CASCADE,f,f
public,org_permission,org_permission_permission_id_fkey,permission_id,public,ref_permission,id,NO ACTION,CASCADE,f,f
public,pending_change,pending_change_object_id_fkey,object_id,public,object,id,NO ACTION,CASCADE,f,f
public,pending_change,pending_change_reviewed_by_fkey,reviewed_by,auth,users,id,NO ACTION,SET NULL,f,f
public,pending_change,pending_change_submitted_by_fkey,submitted_by,auth,users,id,NO ACTION,SET NULL,f,f
public,promotion,promotion_created_by_fkey,created_by,auth,users,id,NO ACTION,SET NULL,f,f
public,promotion,promotion_partner_org_id_fkey,partner_org_id,public,object,id,NO ACTION,SET NULL,f,f
public,promotion,promotion_season_id_fkey,season_id,public,ref_code_season_type,id,NO ACTION,SET NULL,f,f
public,promotion,promotion_type_id_fkey,type_id,public,ref_code_promotion_type,id,NO ACTION,RESTRICT,f,f
