fk_schema,fk_table,fk_name,fk_columns,ref_schema,ref_table,ref_columns,on_update,on_delete,deferrable,initially_deferred
staging,object_place_temp,object_place_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_price_period_temp,object_price_period_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_price_temp,object_price_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_private_description_temp,object_private_description_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_relation_temp,object_relation_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_review_temp,object_review_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_room_type_amenity_temp,object_room_type_amenity_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_room_type_media_temp,object_room_type_media_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_room_type_temp,object_room_type_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_sustainability_action_label_temp,object_sustainability_action_label_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_sustainability_action_temp,object_sustainability_action_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_temp,object_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_version_temp,object_version_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,object_zone_temp,object_zone_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,opening_period_temp,opening_period_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,opening_schedule_temp,opening_schedule_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,opening_time_frame_temp,opening_time_frame_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,opening_time_period_temp,opening_time_period_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,opening_time_period_weekday_temp,opening_time_period_weekday_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,org_temp,org_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,pending_change_temp,pending_change_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,promotion_object_temp,promotion_object_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,promotion_temp,promotion_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,promotion_usage_temp,promotion_usage_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,publication_object_temp,publication_object_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,publication_temp,publication_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_actor_role_temp,ref_actor_role_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_amenity_temp,ref_amenity_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_capacity_applicability_temp,ref_capacity_applicability_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_capacity_metric_temp,ref_capacity_metric_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_classification_scheme_temp,ref_classification_scheme_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_classification_value_temp,ref_classification_value_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_code_temp,ref_code_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_contact_role_temp,ref_contact_role_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_document_temp,ref_document_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_iti_assoc_role_temp,ref_iti_assoc_role_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_language_temp,ref_language_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_legal_type_temp,ref_legal_type_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_object_relation_type_temp,ref_object_relation_type_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_org_role_temp,ref_org_role_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_review_source_temp,ref_review_source_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_sustainability_action_category_temp,ref_sustainability_action_category_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_sustainability_action_temp,ref_sustainability_action_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,ref_tag_temp,ref_tag_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
staging,tag_link_temp,tag_link_temp_import_batch_id_fkey,import_batch_id,staging,import_batches,batch_id,NO ACTION,CASCADE,f,f
