schema,table_name,index_name,is_unique,is_primary,is_partial,method,index_def
public,object_iti_info,object_iti_info_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_iti_info_pkey ON public.object_iti_info USING btree (object_id)
public,object_iti_practice,idx_object_iti_practice_object_id,f,f,f,btree,CREATE INDEX idx_object_iti_practice_object_id ON public.object_iti_practice USING btree (object_id)
public,object_iti_practice,idx_object_iti_practice_practice_id,f,f,f,btree,CREATE INDEX idx_object_iti_practice_practice_id ON public.object_iti_practice USING btree (practice_id)
public,object_iti_practice,object_iti_practice_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_iti_practice_pkey ON public.object_iti_practice USING btree (object_id, practice_id)"
public,object_iti_profile,idx_object_iti_profile_object,f,f,f,btree,CREATE INDEX idx_object_iti_profile_object ON public.object_iti_profile USING btree (object_id)
public,object_iti_profile,object_iti_profile_id_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_iti_profile_id_pkey ON public.object_iti_profile USING btree (id)
public,object_iti_profile,uq_object_iti_profile_pos,t,f,f,btree,"CREATE UNIQUE INDEX uq_object_iti_profile_pos ON public.object_iti_profile USING btree (object_id, position_m)"
public,object_iti_section,idx_object_iti_section_parent_object_id,f,f,f,btree,CREATE INDEX idx_object_iti_section_parent_object_id ON public.object_iti_section USING btree (parent_object_id)
public,object_iti_section,object_iti_section_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_iti_section_pkey ON public.object_iti_section USING btree (id)
public,object_iti_stage,idx_iti_stage_with_geom,f,f,t,btree,"CREATE INDEX idx_iti_stage_with_geom ON public.object_iti_stage USING btree (object_id, ""position"") WHERE (geom IS NOT NULL)"
public,object_iti_stage,idx_object_iti_stage_geom_gist,f,f,f,gist,CREATE INDEX idx_object_iti_stage_geom_gist ON public.object_iti_stage USING gist (geom)
public,object_iti_stage,idx_object_iti_stage_object_id,f,f,f,btree,CREATE INDEX idx_object_iti_stage_object_id ON public.object_iti_stage USING btree (object_id)
public,object_iti_stage,object_iti_stage_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_iti_stage_pkey ON public.object_iti_stage USING btree (id)
public,object_iti_stage_media,idx_object_iti_stage_media_media_id,f,f,f,btree,CREATE INDEX idx_object_iti_stage_media_media_id ON public.object_iti_stage_media USING btree (media_id)
public,object_iti_stage_media,idx_object_iti_stage_media_stage_id,f,f,f,btree,CREATE INDEX idx_object_iti_stage_media_stage_id ON public.object_iti_stage_media USING btree (stage_id)
public,object_iti_stage_media,object_iti_stage_media_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_iti_stage_media_pkey ON public.object_iti_stage_media USING btree (id)
public,object_iti_stage_media,object_iti_stage_media_stage_id_media_id_key,t,f,f,btree,"CREATE UNIQUE INDEX object_iti_stage_media_stage_id_media_id_key ON public.object_iti_stage_media USING btree (stage_id, media_id)"
public,object_language,idx_object_language_language_id,f,f,f,btree,CREATE INDEX idx_object_language_language_id ON public.object_language USING btree (language_id)
public,object_language,idx_object_language_object_id,f,f,f,btree,CREATE INDEX idx_object_language_object_id ON public.object_language USING btree (object_id)
public,object_language,object_language_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_language_pkey ON public.object_language USING btree (object_id, language_id)"
public,object_legal,idx_object_legal_document_dates,f,f,f,btree,"CREATE INDEX idx_object_legal_document_dates ON public.object_legal USING btree (document_requested_at, document_delivered_at)"
public,object_legal,idx_object_legal_expiring,f,f,t,btree,"CREATE INDEX idx_object_legal_expiring ON public.object_legal USING btree (valid_to, status) WHERE ((valid_to IS NOT NULL) AND (status = 'active'::text))"
public,object_legal,idx_object_legal_object_type,f,f,f,btree,"CREATE INDEX idx_object_legal_object_type ON public.object_legal USING btree (object_id, type_id)"
public,object_legal,idx_object_legal_requested,f,f,t,btree,"CREATE INDEX idx_object_legal_requested ON public.object_legal USING btree (status, document_requested_at) WHERE (status = 'requested'::text)"
public,object_legal,idx_object_legal_status,f,f,f,btree,CREATE INDEX idx_object_legal_status ON public.object_legal USING btree (status)
public,object_legal,idx_object_legal_valid_to,f,f,t,btree,CREATE INDEX idx_object_legal_valid_to ON public.object_legal USING btree (valid_to) WHERE (valid_to IS NOT NULL)
public,object_legal,idx_object_legal_validity_mode,f,f,f,btree,CREATE INDEX idx_object_legal_validity_mode ON public.object_legal USING btree (validity_mode)
public,object_legal,object_legal_object_id_type_id_valid_from_key,t,f,f,btree,"CREATE UNIQUE INDEX object_legal_object_id_type_id_valid_from_key ON public.object_legal USING btree (object_id, type_id, valid_from)"
public,object_legal,object_legal_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_legal_pkey ON public.object_legal USING btree (id)
public,object_location,idx_location_main_city_search,f,f,t,gin,CREATE INDEX idx_location_main_city_search ON public.object_location USING gin (city_search_vector) WHERE (is_main_location = true)
public,object_location,idx_location_main_covering,f,f,t,btree,"CREATE INDEX idx_location_main_covering ON public.object_location USING btree (object_id) INCLUDE (latitude, longitude, address1, postcode, city, city_search_vector, geog2) WHERE (is_main_location = true)"
public,object_location,idx_location_main_geog_gist,f,f,t,gist,CREATE INDEX idx_location_main_geog_gist ON public.object_location USING gist (geog2) WHERE ((is_main_location = true) AND (geog2 IS NOT NULL))
public,object_location,idx_location_main_with_coords,f,f,t,btree,"CREATE INDEX idx_location_main_with_coords ON public.object_location USING btree (object_id, latitude, longitude) WHERE ((is_main_location = true) AND (latitude IS NOT NULL))"
public,object_location,idx_object_location_city_search_vector,f,f,f,gin,CREATE INDEX idx_object_location_city_search_vector ON public.object_location USING gin (city_search_vector)
public,object_location,idx_object_location_geog2,f,f,f,gist,CREATE INDEX idx_object_location_geog2 ON public.object_location USING gist (geog2)
public,object_location,idx_object_location_object_id,f,f,f,btree,CREATE INDEX idx_object_location_object_id ON public.object_location USING btree (object_id)
public,object_location,idx_object_location_place_id,f,f,f,btree,CREATE INDEX idx_object_location_place_id ON public.object_location USING btree (place_id)
public,object_location,object_location_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_location_pkey ON public.object_location USING btree (id)
public,object_location,uq_object_location_main,t,f,t,btree,CREATE UNIQUE INDEX uq_object_location_main ON public.object_location USING btree (object_id) WHERE is_main_location
public,object_location,uq_object_location_main_place,t,f,t,btree,CREATE UNIQUE INDEX uq_object_location_main_place ON public.object_location USING btree (place_id) WHERE is_main_location
public,object_meeting_room,idx_meeting_room_object,f,f,f,btree,CREATE INDEX idx_meeting_room_object ON public.object_meeting_room USING btree (object_id)
public,object_meeting_room,object_meeting_room_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_meeting_room_pkey ON public.object_meeting_room USING btree (id)
public,object_membership,idx_object_membership_campaign_status,f,f,f,btree,"CREATE INDEX idx_object_membership_campaign_status ON public.object_membership USING btree (campaign_id, status)"
public,object_membership,idx_object_membership_current,f,f,t,btree,"CREATE INDEX idx_object_membership_current ON public.object_membership USING btree (org_object_id, object_id, starts_at, ends_at) WHERE (status = ANY (ARRAY['invoiced'::text, 'paid'::text]))"
public,object_membership,idx_object_membership_object,f,f,f,btree,CREATE INDEX idx_object_membership_object ON public.object_membership USING btree (object_id)
public,object_membership,idx_object_membership_org,f,f,f,btree,CREATE INDEX idx_object_membership_org ON public.object_membership USING btree (org_object_id)
public,object_membership,object_membership_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_membership_pkey ON public.object_membership USING btree (id)
public,object_menu,idx_object_menu_category_id,f,f,f,btree,CREATE INDEX idx_object_menu_category_id ON public.object_menu USING btree (category_id)
public,object_menu,idx_object_menu_is_active,f,f,f,btree,CREATE INDEX idx_object_menu_is_active ON public.object_menu USING btree (is_active)
public,object_menu,idx_object_menu_object_id,f,f,f,btree,CREATE INDEX idx_object_menu_object_id ON public.object_menu USING btree (object_id)
public,object_menu,idx_object_menu_position,f,f,f,btree,"CREATE INDEX idx_object_menu_position ON public.object_menu USING btree (""position"")"
public,object_menu,object_menu_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_menu_pkey ON public.object_menu USING btree (id)
public,object_menu_item,idx_object_menu_item_menu_id,f,f,f,btree,CREATE INDEX idx_object_menu_item_menu_id ON public.object_menu_item USING btree (menu_id)
public,object_menu_item,idx_object_menu_item_position,f,f,f,btree,"CREATE INDEX idx_object_menu_item_position ON public.object_menu_item USING btree (""position"")"
public,object_menu_item,object_menu_item_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_menu_item_pkey ON public.object_menu_item USING btree (id)
public,object_menu_item_allergen,idx_menu_item_allergen_allergen,f,f,f,btree,CREATE INDEX idx_menu_item_allergen_allergen ON public.object_menu_item_allergen USING btree (allergen_id)
public,object_menu_item_allergen,idx_menu_item_allergen_item,f,f,f,btree,CREATE INDEX idx_menu_item_allergen_item ON public.object_menu_item_allergen USING btree (menu_item_id)
public,object_menu_item_allergen,object_menu_item_allergen_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_menu_item_allergen_pkey ON public.object_menu_item_allergen USING btree (menu_item_id, allergen_id)"
public,object_menu_item_cuisine_type,idx_menu_item_cuisine_type_item,f,f,f,btree,CREATE INDEX idx_menu_item_cuisine_type_item ON public.object_menu_item_cuisine_type USING btree (menu_item_id)
public,object_menu_item_cuisine_type,idx_menu_item_cuisine_type_type,f,f,f,btree,CREATE INDEX idx_menu_item_cuisine_type_type ON public.object_menu_item_cuisine_type USING btree (cuisine_type_id)
public,object_menu_item_cuisine_type,object_menu_item_cuisine_type_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_menu_item_cuisine_type_pkey ON public.object_menu_item_cuisine_type USING btree (menu_item_id, cuisine_type_id)"
public,object_menu_item_dietary_tag,idx_menu_item_dietary_tag_item,f,f,f,btree,CREATE INDEX idx_menu_item_dietary_tag_item ON public.object_menu_item_dietary_tag USING btree (menu_item_id)
public,object_menu_item_dietary_tag,idx_menu_item_dietary_tag_tag,f,f,f,btree,CREATE INDEX idx_menu_item_dietary_tag_tag ON public.object_menu_item_dietary_tag USING btree (dietary_tag_id)
public,object_menu_item_dietary_tag,object_menu_item_dietary_tag_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_menu_item_dietary_tag_pkey ON public.object_menu_item_dietary_tag USING btree (menu_item_id, dietary_tag_id)"
public,object_menu_item_media,idx_menu_item_media_item,f,f,f,btree,CREATE INDEX idx_menu_item_media_item ON public.object_menu_item_media USING btree (menu_item_id)
public,object_menu_item_media,idx_menu_item_media_media,f,f,f,btree,CREATE INDEX idx_menu_item_media_media ON public.object_menu_item_media USING btree (media_id)
public,object_menu_item_media,idx_menu_item_media_position,f,f,f,btree,"CREATE INDEX idx_menu_item_media_position ON public.object_menu_item_media USING btree (""position"")"
public,object_menu_item_media,object_menu_item_media_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_menu_item_media_pkey ON public.object_menu_item_media USING btree (menu_item_id, media_id)"
public,object_org_link,idx_object_org_link_object_id,f,f,f,btree,CREATE INDEX idx_object_org_link_object_id ON public.object_org_link USING btree (object_id)
public,object_org_link,idx_object_org_link_org,f,f,f,btree,"CREATE INDEX idx_object_org_link_org ON public.object_org_link USING btree (org_object_id, is_primary)"
public,object_org_link,idx_object_org_link_org_object_id,f,f,f,btree,CREATE INDEX idx_object_org_link_org_object_id ON public.object_org_link USING btree (org_object_id)
public,object_org_link,idx_object_org_link_role_id,f,f,f,btree,CREATE INDEX idx_object_org_link_role_id ON public.object_org_link USING btree (role_id)
public,object_org_link,object_org_link_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_org_link_pkey ON public.object_org_link USING btree (object_id, org_object_id, role_id)"
public,object_org_link,uq_object_primary_org,t,f,t,btree,CREATE UNIQUE INDEX uq_object_primary_org ON public.object_org_link USING btree (object_id) WHERE is_primary
public,object_origin,idx_object_origin_object_id,f,f,f,btree,CREATE INDEX idx_object_origin_object_id ON public.object_origin USING btree (object_id)
public,object_origin,object_origin_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_origin_pkey ON public.object_origin USING btree (object_id)
public,object_payment_method,idx_object_payment_method_object_id,f,f,f,btree,CREATE INDEX idx_object_payment_method_object_id ON public.object_payment_method USING btree (object_id)
public,object_payment_method,idx_object_payment_method_payment_method_id,f,f,f,btree,CREATE INDEX idx_object_payment_method_payment_method_id ON public.object_payment_method USING btree (payment_method_id)
public,object_payment_method,object_payment_method_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_payment_method_pkey ON public.object_payment_method USING btree (object_id, payment_method_id)"
public,object_pet_policy,idx_object_pet_policy_object,f,f,f,btree,CREATE INDEX idx_object_pet_policy_object ON public.object_pet_policy USING btree (object_id)
public,object_pet_policy,object_pet_policy_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_pet_policy_pkey ON public.object_pet_policy USING btree (object_id)
public,object_place,idx_object_place_object,f,f,f,btree,CREATE INDEX idx_object_place_object ON public.object_place USING btree (object_id)
public,object_place,object_place_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_place_pkey ON public.object_place USING btree (id)
public,object_place,uq_object_place_one_primary,t,f,t,btree,CREATE UNIQUE INDEX uq_object_place_one_primary ON public.object_place USING btree (object_id) WHERE is_primary
public,object_place_description,object_place_description_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_place_description_pkey ON public.object_place_description USING btree (id)
public,object_price,idx_object_price_indication,f,f,f,btree,CREATE INDEX idx_object_price_indication ON public.object_price USING btree (indication_code)
public,object_price,idx_object_price_kind,f,f,f,btree,CREATE INDEX idx_object_price_kind ON public.object_price USING btree (kind_id)
public,object_price,idx_object_price_object,f,f,f,btree,CREATE INDEX idx_object_price_object ON public.object_price USING btree (object_id)
public,object_price,idx_object_price_unit,f,f,f,btree,CREATE INDEX idx_object_price_unit ON public.object_price USING btree (unit_id)
public,object_price,idx_object_price_validity,f,f,f,btree,"CREATE INDEX idx_object_price_validity ON public.object_price USING btree (valid_from, valid_to)"
public,object_price,object_price_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_price_pkey ON public.object_price USING btree (id)
public,object_price_period,object_price_period_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_price_period_pkey ON public.object_price_period USING btree (id)
public,object_private_description,idx_object_private_description_object,f,f,f,btree,CREATE INDEX idx_object_private_description_object ON public.object_private_description USING btree (object_id)
public,object_private_description,idx_object_private_description_object_org,f,f,f,btree,"CREATE INDEX idx_object_private_description_object_org ON public.object_private_description USING btree (object_id, org_object_id)"
public,object_private_description,idx_object_private_description_pinned,f,f,f,btree,"CREATE INDEX idx_object_private_description_pinned ON public.object_private_description USING btree (object_id, org_object_id, is_archived, is_pinned DESC, created_at DESC)"
public,object_private_description,object_private_description_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_private_description_pkey ON public.object_private_description USING btree (id)
public,object_relation,object_relation_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_relation_pkey ON public.object_relation USING btree (id)
public,object_relation,uq_object_relation,t,f,f,btree,"CREATE UNIQUE INDEX uq_object_relation ON public.object_relation USING btree (source_object_id, target_object_id, relation_type_id)"
public,object_review,idx_object_review_date,f,f,f,btree,CREATE INDEX idx_object_review_date ON public.object_review USING btree (review_date)
public,object_review,idx_object_review_object_id,f,f,f,btree,CREATE INDEX idx_object_review_object_id ON public.object_review USING btree (object_id)
public,object_review,idx_object_review_published,f,f,f,btree,CREATE INDEX idx_object_review_published ON public.object_review USING btree (is_published)
public,object_review,idx_object_review_source_id,f,f,f,btree,CREATE INDEX idx_object_review_source_id ON public.object_review USING btree (source_id)
public,object_review,object_review_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_review_pkey ON public.object_review USING btree (id)
public,object_review,object_review_source_id_external_id_key,t,f,f,btree,"CREATE UNIQUE INDEX object_review_source_id_external_id_key ON public.object_review USING btree (source_id, external_id)"
public,object_room_type,idx_room_type_object_id,f,f,f,btree,CREATE INDEX idx_room_type_object_id ON public.object_room_type USING btree (object_id)
public,object_room_type,idx_room_type_published,f,f,f,btree,CREATE INDEX idx_room_type_published ON public.object_room_type USING btree (is_published)
public,object_room_type,idx_room_type_view_type,f,f,f,btree,CREATE INDEX idx_room_type_view_type ON public.object_room_type USING btree (view_type_id)
public,object_room_type,object_room_type_object_id_code_key,t,f,f,btree,"CREATE UNIQUE INDEX object_room_type_object_id_code_key ON public.object_room_type USING btree (object_id, code)"
public,object_room_type,object_room_type_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_room_type_pkey ON public.object_room_type USING btree (id)
public,object_room_type_amenity,idx_room_type_amenity_amenity_id,f,f,f,btree,CREATE INDEX idx_room_type_amenity_amenity_id ON public.object_room_type_amenity USING btree (amenity_id)
public,object_room_type_amenity,object_room_type_amenity_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_room_type_amenity_pkey ON public.object_room_type_amenity USING btree (room_type_id, amenity_id)"
public,object_room_type_media,idx_room_type_media_media_id,f,f,f,btree,CREATE INDEX idx_room_type_media_media_id ON public.object_room_type_media USING btree (media_id)
public,object_room_type_media,object_room_type_media_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_room_type_media_pkey ON public.object_room_type_media USING btree (room_type_id, media_id)"
public,object_sustainability_action,idx_object_sustainability_action_action_id,f,f,f,btree,CREATE INDEX idx_object_sustainability_action_action_id ON public.object_sustainability_action USING btree (action_id)
public,object_sustainability_action,idx_object_sustainability_action_object_id,f,f,f,btree,CREATE INDEX idx_object_sustainability_action_object_id ON public.object_sustainability_action USING btree (object_id)
public,object_sustainability_action,object_sustainability_action_object_id_action_id_key,t,f,f,btree,"CREATE UNIQUE INDEX object_sustainability_action_object_id_action_id_key ON public.object_sustainability_action USING btree (object_id, action_id)"
public,object_sustainability_action,object_sustainability_action_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_sustainability_action_pkey ON public.object_sustainability_action USING btree (id)
public,object_sustainability_action_label,idx_object_sustainability_action_label_action_id,f,f,f,btree,CREATE INDEX idx_object_sustainability_action_label_action_id ON public.object_sustainability_action_label USING btree (object_sustainability_action_id)
public,object_sustainability_action_label,idx_object_sustainability_action_label_classification_id,f,f,f,btree,CREATE INDEX idx_object_sustainability_action_label_classification_id ON public.object_sustainability_action_label USING btree (object_classification_id)
public,object_sustainability_action_label,object_sustainability_action_label_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_sustainability_action_label_pkey ON public.object_sustainability_action_label USING btree (object_sustainability_action_id, object_classification_id)"
public,object_taxonomy,idx_object_taxonomy_domain,f,f,f,btree,CREATE INDEX idx_object_taxonomy_domain ON public.object_taxonomy USING btree (domain)
public,object_taxonomy,idx_object_taxonomy_object_id,f,f,f,btree,CREATE INDEX idx_object_taxonomy_object_id ON public.object_taxonomy USING btree (object_id)
public,object_taxonomy,idx_object_taxonomy_ref_code_id,f,f,f,btree,CREATE INDEX idx_object_taxonomy_ref_code_id ON public.object_taxonomy USING btree (ref_code_id)
public,object_taxonomy,object_taxonomy_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_taxonomy_pkey ON public.object_taxonomy USING btree (id)
public,object_taxonomy,uq_object_taxonomy_object_domain,t,f,f,btree,"CREATE UNIQUE INDEX uq_object_taxonomy_object_domain ON public.object_taxonomy USING btree (object_id, domain)"
public,object_version,idx_object_version_object_id_created,f,f,f,btree,"CREATE INDEX idx_object_version_object_id_created ON ONLY public.object_version USING btree (object_id, created_at DESC)"
public,object_version,object_version_object_id_version_number_created_at_key,t,f,f,btree,"CREATE UNIQUE INDEX object_version_object_id_version_number_created_at_key ON ONLY public.object_version USING btree (object_id, version_number, created_at)"
public,object_version,object_version_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_version_pkey ON ONLY public.object_version USING btree (id, created_at)"
public,object_version_2026_03,object_version_2026_03_object_id_created_at_idx,f,f,f,btree,"CREATE INDEX object_version_2026_03_object_id_created_at_idx ON public.object_version_2026_03 USING btree (object_id, created_at DESC)"
public,object_version_2026_03,object_version_2026_03_object_id_version_number_created_at_key,t,f,f,btree,"CREATE UNIQUE INDEX object_version_2026_03_object_id_version_number_created_at_key ON public.object_version_2026_03 USING btree (object_id, version_number, created_at)"
public,object_version_2026_03,object_version_2026_03_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_version_2026_03_pkey ON public.object_version_2026_03 USING btree (id, created_at)"
public,object_version_2026_04,object_version_2026_04_object_id_created_at_idx,f,f,f,btree,"CREATE INDEX object_version_2026_04_object_id_created_at_idx ON public.object_version_2026_04 USING btree (object_id, created_at DESC)"
public,object_version_2026_04,object_version_2026_04_object_id_version_number_created_at_key,t,f,f,btree,"CREATE UNIQUE INDEX object_version_2026_04_object_id_version_number_created_at_key ON public.object_version_2026_04 USING btree (object_id, version_number, created_at)"
public,object_version_2026_04,object_version_2026_04_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_version_2026_04_pkey ON public.object_version_2026_04 USING btree (id, created_at)"
public,object_version_2026_05,object_version_2026_05_object_id_created_at_idx,f,f,f,btree,"CREATE INDEX object_version_2026_05_object_id_created_at_idx ON public.object_version_2026_05 USING btree (object_id, created_at DESC)"
public,object_version_2026_05,object_version_2026_05_object_id_version_number_created_at_key,t,f,f,btree,"CREATE UNIQUE INDEX object_version_2026_05_object_id_version_number_created_at_key ON public.object_version_2026_05 USING btree (object_id, version_number, created_at)"
public,object_version_2026_05,object_version_2026_05_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_version_2026_05_pkey ON public.object_version_2026_05 USING btree (id, created_at)"
public,object_version_default,object_version_default_object_id_created_at_idx,f,f,f,btree,"CREATE INDEX object_version_default_object_id_created_at_idx ON public.object_version_default USING btree (object_id, created_at DESC)"
public,object_version_default,object_version_default_object_id_version_number_created_at_key,t,f,f,btree,"CREATE UNIQUE INDEX object_version_default_object_id_version_number_created_at_key ON public.object_version_default USING btree (object_id, version_number, created_at)"
public,object_version_default,object_version_default_pkey,t,t,f,btree,"CREATE UNIQUE INDEX object_version_default_pkey ON public.object_version_default USING btree (id, created_at)"
public,object_zone,idx_object_zone_insee_commune,f,f,f,btree,CREATE INDEX idx_object_zone_insee_commune ON public.object_zone USING btree (insee_commune)
public,object_zone,idx_object_zone_object_id,f,f,f,btree,CREATE INDEX idx_object_zone_object_id ON public.object_zone USING btree (object_id)
public,object_zone,object_zone_object_id_insee_commune_key,t,f,f,btree,"CREATE UNIQUE INDEX object_zone_object_id_insee_commune_key ON public.object_zone USING btree (object_id, insee_commune)"
public,object_zone,object_zone_pkey,t,t,f,btree,CREATE UNIQUE INDEX object_zone_pkey ON public.object_zone USING btree (id)
public,opening_period,idx_opening_period_object,f,f,f,btree,CREATE INDEX idx_opening_period_object ON public.opening_period USING btree (object_id)
public,opening_period,opening_period_pkey,t,t,f,btree,CREATE UNIQUE INDEX opening_period_pkey ON public.opening_period USING btree (id)
public,opening_schedule,idx_opening_schedule_period,f,f,f,btree,CREATE INDEX idx_opening_schedule_period ON public.opening_schedule USING btree (period_id)
public,opening_schedule,opening_schedule_pkey,t,t,f,btree,CREATE UNIQUE INDEX opening_schedule_pkey ON public.opening_schedule USING btree (id)
public,opening_time_frame,idx_opening_time_frame_period,f,f,f,btree,CREATE INDEX idx_opening_time_frame_period ON public.opening_time_frame USING btree (time_period_id)
public,opening_time_frame,opening_time_frame_pkey,t,t,f,btree,CREATE UNIQUE INDEX opening_time_frame_pkey ON public.opening_time_frame USING btree (id)
public,opening_time_period,idx_opening_time_period_schedule,f,f,f,btree,CREATE INDEX idx_opening_time_period_schedule ON public.opening_time_period USING btree (schedule_id)
public,opening_time_period,opening_time_period_pkey,t,t,f,btree,CREATE UNIQUE INDEX opening_time_period_pkey ON public.opening_time_period USING btree (id)
public,opening_time_period_weekday,idx_opening_time_period_weekday_period,f,f,f,btree,CREATE INDEX idx_opening_time_period_weekday_period ON public.opening_time_period_weekday USING btree (time_period_id)
public,opening_time_period_weekday,idx_opening_time_period_weekday_weekday,f,f,f,btree,CREATE INDEX idx_opening_time_period_weekday_weekday ON public.opening_time_period_weekday USING btree (weekday_id)
public,opening_time_period_weekday,opening_time_period_weekday_pkey,t,t,f,btree,"CREATE UNIQUE INDEX opening_time_period_weekday_pkey ON public.opening_time_period_weekday USING btree (time_period_id, weekday_id)"
public,org_config,idx_org_config_org_object_id,f,f,f,btree,CREATE INDEX idx_org_config_org_object_id ON public.org_config USING btree (org_object_id)
public,org_config,org_config_org_object_id_key,t,f,f,btree,CREATE UNIQUE INDEX org_config_org_object_id_key ON public.org_config USING btree (org_object_id)
public,org_config,org_config_pkey,t,t,f,btree,CREATE UNIQUE INDEX org_config_pkey ON public.org_config USING btree (id)
public,org_permission,idx_org_permission_active,f,f,t,btree,"CREATE INDEX idx_org_permission_active ON public.org_permission USING btree (org_object_id, permission_id) WHERE (is_active = true)"
public,org_permission,org_permission_pkey,t,t,f,btree,CREATE UNIQUE INDEX org_permission_pkey ON public.org_permission USING btree (id)
public,org_permission,uq_org_permission,t,f,f,btree,"CREATE UNIQUE INDEX uq_org_permission ON public.org_permission USING btree (org_object_id, permission_id)"
public,pending_change,idx_pending_change_object_status,f,f,f,btree,"CREATE INDEX idx_pending_change_object_status ON public.pending_change USING btree (object_id, status)"
public,pending_change,idx_pending_change_target,f,f,f,btree,"CREATE INDEX idx_pending_change_target ON public.pending_change USING btree (target_table, target_pk)"
public,pending_change,idx_pending_change_validated_effective_ts,f,f,t,btree,"CREATE INDEX idx_pending_change_validated_effective_ts ON public.pending_change USING btree (status, COALESCE(applied_at, reviewed_at)) WHERE (status = ANY (ARRAY['approved'::text, 'applied'::text]))"
public,pending_change,pending_change_pkey,t,t,f,btree,CREATE UNIQUE INDEX pending_change_pkey ON public.pending_change USING btree (id)
public,promotion,idx_promotion_active_public,f,f,f,btree,"CREATE INDEX idx_promotion_active_public ON public.promotion USING btree (is_active, is_public)"
public,promotion,idx_promotion_validity,f,f,f,btree,"CREATE INDEX idx_promotion_validity ON public.promotion USING btree (valid_from, valid_to)"
public,promotion,promotion_code_key,t,f,f,btree,CREATE UNIQUE INDEX promotion_code_key ON public.promotion USING btree (code)
public,promotion,promotion_pkey,t,t,f,btree,CREATE UNIQUE INDEX promotion_pkey ON public.promotion USING btree (id)
public,promotion_object,idx_promotion_object_object_id,f,f,f,btree,CREATE INDEX idx_promotion_object_object_id ON public.promotion_object USING btree (object_id)
public,promotion_object,promotion_object_pkey,t,t,f,btree,"CREATE UNIQUE INDEX promotion_object_pkey ON public.promotion_object USING btree (promotion_id, object_id)"
public,promotion_usage,idx_promotion_usage_promotion_id,f,f,f,btree,CREATE INDEX idx_promotion_usage_promotion_id ON public.promotion_usage USING btree (promotion_id)
public,promotion_usage,idx_promotion_usage_user_id,f,f,f,btree,CREATE INDEX idx_promotion_usage_user_id ON public.promotion_usage USING btree (user_id)
public,promotion_usage,promotion_usage_pkey,t,t,f,btree,CREATE UNIQUE INDEX promotion_usage_pkey ON public.promotion_usage USING btree (id)
public,publication,idx_publication_status_year,f,f,f,btree,"CREATE INDEX idx_publication_status_year ON public.publication USING btree (status, year)"
public,publication,publication_code_key,t,f,f,btree,CREATE UNIQUE INDEX publication_code_key ON public.publication USING btree (code)
public,publication,publication_pkey,t,t,f,btree,CREATE UNIQUE INDEX publication_pkey ON public.publication USING btree (id)
public,publication_object,idx_publication_object_object_id,f,f,f,btree,CREATE INDEX idx_publication_object_object_id ON public.publication_object USING btree (object_id)
public,publication_object,idx_publication_object_status,f,f,f,btree,"CREATE INDEX idx_publication_object_status ON public.publication_object USING btree (workflow_status, publication_id)"
public,publication_object,publication_object_pkey,t,t,f,btree,"CREATE UNIQUE INDEX publication_object_pkey ON public.publication_object USING btree (publication_id, object_id)"
public,ref_actor_role,ref_actor_role_code_key,t,f,f,btree,CREATE UNIQUE INDEX ref_actor_role_code_key ON public.ref_actor_role USING btree (code)
