schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default,identity,generated,comment
audit,audit_log,1,id,bigint,f,nextval('audit.audit_log_id_seq'::regclass),"","",
audit,audit_log,2,table_name,text,f,,"","",
audit,audit_log,3,operation,text,f,,"","",
audit,audit_log,4,row_pk,jsonb,t,,"","",
audit,audit_log,5,before_data,jsonb,t,,"","",
audit,audit_log,6,after_data,jsonb,t,,"","",
audit,audit_log,7,changed_at,timestamp with time zone,f,now(),"","",
audit,audit_log,8,changed_by,text,t,,"","",
audit,audit_log_2026_03,1,id,bigint,f,nextval('audit.audit_log_id_seq'::regclass),"","",
audit,audit_log_2026_03,2,table_name,text,f,,"","",
audit,audit_log_2026_03,3,operation,text,f,,"","",
audit,audit_log_2026_03,4,row_pk,jsonb,t,,"","",
audit,audit_log_2026_03,5,before_data,jsonb,t,,"","",
audit,audit_log_2026_03,6,after_data,jsonb,t,,"","",
audit,audit_log_2026_03,7,changed_at,timestamp with time zone,f,now(),"","",
audit,audit_log_2026_03,8,changed_by,text,t,,"","",
audit,audit_log_2026_04,1,id,bigint,f,nextval('audit.audit_log_id_seq'::regclass),"","",
audit,audit_log_2026_04,2,table_name,text,f,,"","",
audit,audit_log_2026_04,3,operation,text,f,,"","",
audit,audit_log_2026_04,4,row_pk,jsonb,t,,"","",
audit,audit_log_2026_04,5,before_data,jsonb,t,,"","",
audit,audit_log_2026_04,6,after_data,jsonb,t,,"","",
audit,audit_log_2026_04,7,changed_at,timestamp with time zone,f,now(),"","",
audit,audit_log_2026_04,8,changed_by,text,t,,"","",
audit,audit_log_2026_05,1,id,bigint,f,nextval('audit.audit_log_id_seq'::regclass),"","",
audit,audit_log_2026_05,2,table_name,text,f,,"","",
audit,audit_log_2026_05,3,operation,text,f,,"","",
audit,audit_log_2026_05,4,row_pk,jsonb,t,,"","",
audit,audit_log_2026_05,5,before_data,jsonb,t,,"","",
audit,audit_log_2026_05,6,after_data,jsonb,t,,"","",
audit,audit_log_2026_05,7,changed_at,timestamp with time zone,f,now(),"","",
audit,audit_log_2026_05,8,changed_by,text,t,,"","",
audit,audit_log_2026_06,1,id,bigint,f,nextval('audit.audit_log_id_seq'::regclass),"","",
audit,audit_log_2026_06,2,table_name,text,f,,"","",
audit,audit_log_2026_06,3,operation,text,f,,"","",
audit,audit_log_2026_06,4,row_pk,jsonb,t,,"","",
audit,audit_log_2026_06,5,before_data,jsonb,t,,"","",
audit,audit_log_2026_06,6,after_data,jsonb,t,,"","",
audit,audit_log_2026_06,7,changed_at,timestamp with time zone,f,now(),"","",
audit,audit_log_2026_06,8,changed_by,text,t,,"","",
audit,audit_log_2026_07,1,id,bigint,f,nextval('audit.audit_log_id_seq'::regclass),"","",
audit,audit_log_2026_07,2,table_name,text,f,,"","",
audit,audit_log_2026_07,3,operation,text,f,,"","",
audit,audit_log_2026_07,4,row_pk,jsonb,t,,"","",
audit,audit_log_2026_07,5,before_data,jsonb,t,,"","",
audit,audit_log_2026_07,6,after_data,jsonb,t,,"","",
audit,audit_log_2026_07,7,changed_at,timestamp with time zone,f,now(),"","",
audit,audit_log_2026_07,8,changed_by,text,t,,"","",
audit,audit_log_default,1,id,bigint,f,nextval('audit.audit_log_id_seq'::regclass),"","",
audit,audit_log_default,2,table_name,text,f,,"","",
audit,audit_log_default,3,operation,text,f,,"","",
audit,audit_log_default,4,row_pk,jsonb,t,,"","",
audit,audit_log_default,5,before_data,jsonb,t,,"","",
audit,audit_log_default,6,after_data,jsonb,t,,"","",
audit,audit_log_default,7,changed_at,timestamp with time zone,f,now(),"","",
audit,audit_log_default,8,changed_by,text,t,,"","",
internal,mv_filtered_objects,1,id,text,t,,"","",
internal,mv_filtered_objects,2,object_type,object_type,t,,"","",
internal,mv_filtered_objects,3,status,object_status,t,,"","",
internal,mv_filtered_objects,4,commercial_visibility,text,t,,"","",
internal,mv_filtered_objects,5,updated_at,timestamp with time zone,t,,"","",
internal,mv_filtered_objects,6,name_normalized,text,t,,"","",
internal,mv_filtered_objects,7,name_search_vector,tsvector,t,,"","",
internal,mv_filtered_objects,8,city_search_vector,tsvector,t,,"","",
internal,mv_filtered_objects,9,latitude,"numeric(10,8)",t,,"","",
internal,mv_filtered_objects,10,longitude,"numeric(11,8)",t,,"","",
internal,mv_filtered_objects,11,geog2,"geography(Point,4326)",t,,"","",
internal,mv_filtered_objects,12,cached_min_price,"numeric(10,2)",t,,"","",
internal,mv_filtered_objects,13,cached_main_image_url,text,t,,"","",
internal,mv_filtered_objects,14,cached_rating,"numeric(3,2)",t,,"","",
internal,mv_filtered_objects,15,cached_is_open_now,boolean,t,,"","",
internal,mv_filtered_objects,16,cached_amenity_codes,text[],t,,"","",
internal,mv_filtered_objects,17,cached_payment_codes,text[],t,,"","",
internal,mv_filtered_objects,18,cached_environment_tags,text[],t,,"","",
internal,mv_filtered_objects,19,cached_language_codes,text[],t,,"","",
internal,mv_filtered_objects,20,cached_classification_codes,text[],t,,"","",
internal,mv_filtered_objects,21,cached_taxonomy_codes,text[],t,,"","",
internal,mv_ref_data_json,1,ref_type,text,t,,"","",
internal,mv_ref_data_json,2,id,uuid,t,,"","",
internal,mv_ref_data_json,3,code,character varying,t,,"","",
internal,mv_ref_data_json,4,json_data,jsonb,t,,"","",
public,actor,1,id,uuid,f,uuid_generate_v4(),"","",
public,actor,2,display_name,text,f,,"","",
public,actor,3,first_name,text,t,,"","",
public,actor,4,last_name,text,t,,"","",
public,actor,5,gender,text,t,,"","",
public,actor,6,extra,jsonb,t,,"","",
public,actor,7,created_at,timestamp with time zone,f,now(),"","",
public,actor,8,updated_at,timestamp with time zone,f,now(),"","",
public,actor,9,display_name_normalized,text,t,immutable_unaccent(lower(display_name)),"",s,
public,actor,10,first_name_normalized,text,t,"
CASE
    WHEN (first_name IS NOT NULL) THEN immutable_unaccent(lower(first_name))
    ELSE NULL::text
END","",s,
public,actor,11,last_name_normalized,text,t,"
CASE
    WHEN (last_name IS NOT NULL) THEN immutable_unaccent(lower(last_name))
    ELSE NULL::text
END","",s,
public,actor,12,created_by,uuid,t,,"","",
public,actor,13,updated_by,uuid,t,,"","",
public,actor_channel,1,id,uuid,f,uuid_generate_v4(),"","",
public,actor_channel,2,actor_id,uuid,f,,"","",
public,actor_channel,3,kind_id,uuid,f,,"","",
public,actor_channel,4,value,text,f,,"","",
public,actor_channel,5,is_primary,boolean,t,false,"","",
public,actor_channel,6,role_id,uuid,t,,"","",
public,actor_channel,7,position,integer,t,0,"","",
public,actor_channel,8,extra,jsonb,t,,"","",
public,actor_channel,9,created_at,timestamp with time zone,f,now(),"","",
public,actor_channel,10,updated_at,timestamp with time zone,f,now(),"","",
public,actor_consent,1,actor_id,uuid,f,,"","",
public,actor_consent,2,channel,crm_consent_channel,f,,"","",
public,actor_consent,3,consent_given,boolean,f,,"","",
public,actor_consent,4,timestamp,timestamp with time zone,f,now(),"","",
public,actor_consent,5,source,text,t,,"","",
public,actor_consent,6,document_id,uuid,t,,"","",
public,actor_object_role,1,actor_id,uuid,f,,"","",
public,actor_object_role,2,object_id,text,f,,"","",
public,actor_object_role,3,role_id,uuid,f,,"","",
public,actor_object_role,4,is_primary,boolean,t,false,"","",
public,actor_object_role,5,valid_from,date,t,,"","",
public,actor_object_role,6,valid_to,date,t,,"","",
public,actor_object_role,7,visibility,text,f,'public'::text,"","",
public,actor_object_role,8,note,text,t,,"","",
public,actor_object_role,9,created_at,timestamp with time zone,f,now(),"","",
public,actor_object_role,10,updated_at,timestamp with time zone,f,now(),"","",
public,app_branding_settings,1,setting_key,text,f,'default'::text,"","",
public,app_branding_settings,2,brand_name,text,f,'Tourism UI'::text,"","",
public,app_branding_settings,3,logo_storage_path,text,t,,"","",
public,app_branding_settings,4,logo_public_url,text,t,,"","",
public,app_branding_settings,5,logo_mime_type,text,t,,"","",
public,app_branding_settings,6,primary_color,text,f,'#0C7D75'::text,"","",
public,app_branding_settings,7,accent_color,text,f,'#E4703C'::text,"","",
public,app_branding_settings,8,text_color,text,f,'#2B1F18'::text,"","",
public,app_branding_settings,9,background_color,text,f,'#F7F0E8'::text,"","",
public,app_branding_settings,10,surface_color,text,f,'#FFFAF4'::text,"","",
public,app_branding_settings,11,marker_styles,jsonb,f,'{}'::jsonb,"","","JSONB object keyed by object type (RES, ITI, FMA, etc.) containing marker color/icon/custom SVG settings."
public,app_branding_settings,12,extra,jsonb,f,'{}'::jsonb,"","",
public,app_branding_settings,13,created_at,timestamp with time zone,f,now(),"","",
public,app_branding_settings,14,updated_at,timestamp with time zone,f,now(),"","",
public,app_branding_settings,15,created_by,uuid,t,,"","",
public,app_branding_settings,16,updated_by,uuid,t,,"","",
public,app_user_profile,1,id,uuid,f,,"","",
public,app_user_profile,2,display_name,text,t,,"","",
public,app_user_profile,3,avatar_url,text,t,,"","",
public,app_user_profile,4,locale,text,f,'fr'::text,"","",
public,app_user_profile,5,timezone,text,f,'Indian/Reunion'::text,"","",
public,app_user_profile,6,role,text,t,,"","",
public,app_user_profile,7,lang_prefs,text[],f,"ARRAY['fr'::text, 'en'::text]","","",
public,app_user_profile,8,preferences,jsonb,f,'{}'::jsonb,"","",
public,app_user_profile,9,created_at,timestamp with time zone,f,now(),"","",
public,app_user_profile,10,updated_at,timestamp with time zone,f,now(),"","",
public,app_user_profile,11,actor_id,uuid,t,,"","",
public,audit_criteria,1,id,uuid,f,uuid_generate_v4(),"","",
public,audit_criteria,2,template_id,uuid,f,,"","",
public,audit_criteria,3,code,text,f,,"","",
public,audit_criteria,4,question,text,f,,"","",
public,audit_criteria,5,max_points,integer,f,,"","",
public,audit_criteria,6,is_mandatory,boolean,f,false,"","",
public,audit_criteria,7,position,integer,f,0,"","",
public,audit_criteria,8,metadata,jsonb,t,,"","",
public,audit_criteria,9,created_by,uuid,t,,"","",
public,audit_criteria,10,updated_by,uuid,t,,"","",
public,audit_criteria,11,created_at,timestamp with time zone,f,now(),"","",
public,audit_criteria,12,updated_at,timestamp with time zone,f,now(),"","",
public,audit_result,1,session_id,uuid,f,,"","",
public,audit_result,2,criteria_id,uuid,f,,"","",
public,audit_result,3,points_awarded,integer,f,0,"","",
public,audit_result,4,auditor_note,text,t,,"","",
public,audit_result,5,created_by,uuid,t,,"","",
public,audit_result,6,updated_by,uuid,t,,"","",
public,audit_result,7,created_at,timestamp with time zone,f,now(),"","",
public,audit_result,8,updated_at,timestamp with time zone,f,now(),"","",
public,audit_session,1,id,uuid,f,uuid_generate_v4(),"","",
public,audit_session,2,object_id,text,f,,"","",
public,audit_session,3,template_id,uuid,f,,"","",
public,audit_session,4,auditor_id,uuid,t,,"","",
public,audit_session,5,audit_date,date,f,CURRENT_DATE,"","",
public,audit_session,6,total_score,integer,f,0,"","",
public,audit_session,7,status,text,f,'draft'::text,"","",
public,audit_session,8,certified_at,timestamp with time zone,t,,"","",
public,audit_session,9,metadata,jsonb,t,,"","",
public,audit_session,10,created_by,uuid,t,,"","",
public,audit_session,11,updated_by,uuid,t,,"","",
public,audit_session,12,created_at,timestamp with time zone,f,now(),"","",
public,audit_session,13,updated_at,timestamp with time zone,f,now(),"","",
public,audit_template,1,id,uuid,f,uuid_generate_v4(),"","",
public,audit_template,2,scheme_id,uuid,f,,"","",
public,audit_template,3,classification_value_id,uuid,t,,"","",
public,audit_template,4,code,text,t,,"","",
public,audit_template,5,name,text,f,,"","",
public,audit_template,6,passing_score_required,integer,f,0,"","",
public,audit_template,7,is_active,boolean,f,true,"","",
public,audit_template,8,metadata,jsonb,t,,"","",
public,audit_template,9,created_by,uuid,t,,"","",
public,audit_template,10,updated_by,uuid,t,,"","",
public,audit_template,11,created_at,timestamp with time zone,f,now(),"","",
public,audit_template,12,updated_at,timestamp with time zone,f,now(),"","",
public,contact_channel,1,id,uuid,f,uuid_generate_v4(),"","",
public,contact_channel,2,object_id,text,f,,"","",
public,contact_channel,3,kind_id,uuid,f,,"","",
public,contact_channel,4,value,text,f,,"","",
public,contact_channel,5,role_id,uuid,t,,"","",
public,contact_channel,6,is_public,boolean,f,true,"","",
public,contact_channel,7,is_primary,boolean,t,false,"","",
public,contact_channel,8,position,integer,t,0,"","",
public,contact_channel,9,created_at,timestamp with time zone,f,now(),"","",
public,contact_channel,10,updated_at,timestamp with time zone,f,now(),"","",
public,crm_interaction,1,id,uuid,f,uuid_generate_v4(),"","",
public,crm_interaction,2,object_id,text,f,,"","",
public,crm_interaction,3,actor_id,uuid,t,,"","",
public,crm_interaction,4,interaction_type,crm_interaction_type,f,'note'::crm_interaction_type,"","",
public,crm_interaction,5,direction,crm_direction,f,'internal'::crm_direction,"","",
public,crm_interaction,6,status,crm_status,f,'done'::crm_status,"","",
public,crm_interaction,7,subject,text,t,,"","",
public,crm_interaction,8,body,text,t,,"","",
public,crm_interaction,9,source,text,t,,"","",
public,crm_interaction,10,occurred_at,timestamp with time zone,t,,"","",
public,crm_interaction,11,due_at,timestamp with time zone,t,,"","",
public,crm_interaction,12,duration_min,integer,t,,"","",
public,crm_interaction,13,owner,uuid,t,,"","",
public,crm_interaction,14,handled_by_actor_id,uuid,t,,"","",
public,crm_interaction,15,demand_topic_id,uuid,t,,"","",
public,crm_interaction,16,demand_subtopic_id,uuid,t,,"","",
public,crm_interaction,17,request_mood_id,uuid,t,,"","",
public,crm_interaction,18,response_mood_id,uuid,t,,"","",
public,crm_interaction,19,is_actionable,boolean,f,true,"","",
public,crm_interaction,20,first_response_at,timestamp with time zone,t,,"","",
public,crm_interaction,21,resolved_at,timestamp with time zone,t,,"","",
public,crm_interaction,22,extra,jsonb,t,,"","",
public,crm_interaction,23,created_at,timestamp with time zone,f,now(),"","",
public,crm_interaction,24,updated_at,timestamp with time zone,f,now(),"","",
public,crm_task,1,id,uuid,f,uuid_generate_v4(),"","",
public,crm_task,2,object_id,text,f,,"","",
public,crm_task,3,actor_id,uuid,t,,"","",
public,crm_task,4,title,text,f,,"","",
public,crm_task,5,description,text,t,,"","",
public,crm_task,6,status,crm_task_status,f,'todo'::crm_task_status,"","",
public,crm_task,7,priority,crm_task_priority,f,'medium'::crm_task_priority,"","",
public,crm_task,8,due_at,timestamp with time zone,t,,"","",
public,crm_task,9,owner,uuid,t,,"","",
public,crm_task,10,related_interaction_id,uuid,t,,"","",
public,crm_task,11,extra,jsonb,t,,"","",
public,crm_task,12,created_at,timestamp with time zone,f,now(),"","",
public,crm_task,13,updated_at,timestamp with time zone,f,now(),"","",
public,i18n_translation,1,id,uuid,f,uuid_generate_v4(),"","",
public,i18n_translation,2,target_table,text,f,,"","",
public,i18n_translation,3,target_pk,text,f,,"","",
public,i18n_translation,4,target_column,text,f,,"","",
public,i18n_translation,5,language_id,uuid,f,,"","",
public,i18n_translation,6,value_text,text,t,,"","",
public,i18n_translation,7,value_json,jsonb,t,,"","",
public,i18n_translation,8,created_at,timestamp with time zone,f,now(),"","",
public,i18n_translation,9,updated_at,timestamp with time zone,f,now(),"","",
public,incident_report,1,id,uuid,f,uuid_generate_v4(),"","",
public,incident_report,2,object_id,text,f,,"","",
public,incident_report,3,category_id,uuid,f,,"","",
public,incident_report,4,geom,"geography(Point,4326)",t,,"","",
public,incident_report,5,description,text,t,,"","",
public,incident_report,6,reporter_email,text,t,,"","",
public,incident_report,7,reporter_name,text,t,,"","",
public,incident_report,8,media_urls,text[],t,,"","",
public,incident_report,9,severity,text,f,'medium'::text,"","",
public,incident_report,10,status,text,f,'new'::text,"","",
public,incident_report,11,crm_task_id,uuid,t,,"","",
public,incident_report,12,crm_interaction_id,uuid,t,,"","",
public,incident_report,13,metadata,jsonb,t,,"","",
public,incident_report,14,created_by,uuid,t,,"","",
public,incident_report,15,updated_by,uuid,t,,"","",
public,incident_report,16,created_at,timestamp with time zone,f,now(),"","",
public,incident_report,17,updated_at,timestamp with time zone,f,now(),"","",
public,media,1,id,uuid,f,uuid_generate_v4(),"","",
public,media,2,object_id,text,t,,"","",
public,media,3,media_type_id,uuid,f,,"","",
public,media,4,title,text,t,,"","",
public,media,5,credit,text,t,,"","",
public,media,6,url,text,f,,"","",
public,media,7,description,text,t,,"","",
public,media,8,analyse_data,jsonb,t,,"","",
public,media,9,width,integer,t,,"","",
public,media,10,height,integer,t,,"","",
public,media,11,is_main,boolean,t,false,"","",
public,media,12,is_published,boolean,f,true,"","",
public,media,13,position,integer,t,0,"","",
public,media,14,rights_expires_at,date,t,,"","",
public,media,15,visibility,text,t,,"","",
public,media,16,created_at,timestamp with time zone,f,now(),"","",
public,media,17,updated_at,timestamp with time zone,f,now(),"","",
public,media,18,title_normalized,text,t,"
CASE
    WHEN (title IS NOT NULL) THEN immutable_unaccent(lower(title))
    ELSE NULL::text
END","",s,
public,media,19,description_normalized,text,t,"
CASE
    WHEN (description IS NOT NULL) THEN immutable_unaccent(lower(description))
    ELSE NULL::text
END","",s,
public,media,20,place_id,uuid,t,,"","",
public,media,21,kind,text,t,,"","",
public,media,22,title_i18n,jsonb,t,,"","",
public,media,23,description_i18n,jsonb,t,,"","",
public,media,24,org_object_id,text,t,,"","",
public,media,25,extra,jsonb,t,,"","",
public,media_tag,1,media_id,uuid,f,,"","",
public,media_tag,2,tag_id,uuid,f,,"","",
public,media_tag,3,created_at,timestamp with time zone,f,now(),"","",
public,meeting_room_equipment,1,room_id,uuid,f,,"","",
public,meeting_room_equipment,2,equipment_id,uuid,f,,"","",
public,meeting_room_equipment,3,position,integer,t,0,"","",
public,meeting_room_equipment,4,note,text,t,,"","",
public,meeting_room_equipment,5,created_at,timestamp with time zone,f,now(),"","",
public,object,1,id,text,f,,"","",
public,object,2,object_type,object_type,f,,"","",
public,object,3,name,text,f,,"","",
public,object,4,region_code,text,t,,"","",
public,object,5,updated_at_source,timestamp with time zone,t,,"","",
public,object,6,status,object_status,f,'draft'::object_status,"","",
public,object,7,published_at,timestamp with time zone,t,,"","",
public,object,8,is_editing,boolean,f,false,"","",
public,object,9,created_at,timestamp with time zone,f,now(),"","",
public,object,10,updated_at,timestamp with time zone,f,now(),"","",
public,object,11,created_by,uuid,t,,"","",
public,object,12,updated_by,uuid,t,,"","",
public,object,13,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,object,14,name_search_vector,tsvector,t,"to_tsvector('french'::regconfig, COALESCE(name, ''::text))","",s,
public,object,15,cached_min_price,"numeric(10,2)",t,,"","",
public,object,16,cached_main_image_url,text,t,,"","",
public,object,17,cached_rating,"numeric(3,2)",t,,"","",
public,object,18,cached_review_count,integer,t,0,"","",
public,object,19,cached_is_open_now,boolean,t,,"","",
public,object,20,cached_amenity_codes,text[],t,,"","",
public,object,21,cached_payment_codes,text[],t,,"","",
public,object,22,cached_environment_tags,text[],t,,"","",
public,object,23,cached_language_codes,text[],t,,"","",
public,object,24,cached_classification_codes,text[],t,,"","",
public,object,25,current_version,integer,f,0,"","",
public,object,26,extra,jsonb,t,,"","",
public,object,27,name_i18n,jsonb,t,,"","",
public,object,28,business_timezone,text,f,'Indian/Reunion'::text,"","",
public,object,29,commercial_visibility,text,f,'active'::text,"","",
public,object,30,secondary_types,object_type[],f,'{}'::object_type[],"","",
public,object,31,cached_taxonomy_codes,text[],t,,"","",
public,object_act,1,object_id,text,f,,"","",
public,object_act,2,duration_min,integer,t,,"","",
public,object_act,3,min_participants,smallint,t,,"","",
public,object_act,4,max_participants,smallint,t,,"","",
public,object_act,5,difficulty_level,smallint,t,,"","",
public,object_act,6,guide_required,boolean,f,true,"","",
public,object_act,7,min_age,smallint,t,,"","",
public,object_act,8,equipment_provided,boolean,f,false,"","",
public,object_act,9,created_at,timestamp with time zone,f,now(),"","",
public,object_act,10,updated_at,timestamp with time zone,f,now(),"","",
public,object_amenity,1,object_id,text,f,,"","",
public,object_amenity,2,amenity_id,uuid,f,,"","",
public,object_amenity,3,created_at,timestamp with time zone,f,now(),"","",
public,object_capacity,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_capacity,2,object_id,text,f,,"","",
public,object_capacity,3,metric_id,uuid,f,,"","",
public,object_capacity,4,value_integer,integer,t,,"","",
public,object_capacity,5,unit,character varying(20),t,,"","",
public,object_capacity,6,effective_from,date,t,,"","",
public,object_capacity,7,effective_to,date,t,,"","",
public,object_capacity,8,created_at,timestamp with time zone,f,now(),"","",
public,object_capacity,9,updated_at,timestamp with time zone,f,now(),"","",
public,object_classification,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_classification,2,object_id,text,f,,"","",
public,object_classification,3,scheme_id,uuid,f,,"","",
public,object_classification,4,value_id,uuid,f,,"","",
public,object_classification,5,subvalue_ids,uuid[],t,,"","",
public,object_classification,6,document_id,uuid,t,,"","",
public,object_classification,7,requested_at,date,t,,"","",
public,object_classification,8,awarded_at,date,t,,"","",
public,object_classification,9,valid_until,date,t,,"","",
public,object_classification,10,status,text,t,,"","",
public,object_classification,11,source,text,t,,"","",
public,object_classification,12,note,text,t,,"","",
public,object_classification,13,created_at,timestamp with time zone,f,now(),"","",
public,object_classification,14,updated_at,timestamp with time zone,f,now(),"","",
public,object_description,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_description,2,object_id,text,f,,"","",
public,object_description,3,description,text,t,,"","",
public,object_description,4,description_chapo,text,t,,"","",
public,object_description,5,description_mobile,text,t,,"","",
public,object_description,6,description_edition,text,t,,"","",
public,object_description,7,description_offre_hors_zone,text,t,,"","",
public,object_description,8,sanitary_measures,text,t,,"","",
public,object_description,9,visibility,text,t,,"","",
public,object_description,10,position,integer,t,0,"","",
public,object_description,11,created_at,timestamp with time zone,f,now(),"","",
public,object_description,12,updated_at,timestamp with time zone,f,now(),"","",
public,object_description,13,description_normalized,text,t,"
CASE
    WHEN (description IS NOT NULL) THEN immutable_unaccent(lower(description))
    ELSE NULL::text
END","",s,
public,object_description,14,description_chapo_normalized,text,t,"
CASE
    WHEN (description_chapo IS NOT NULL) THEN immutable_unaccent(lower(description_chapo))
    ELSE NULL::text
END","",s,
public,object_description,15,org_object_id,text,t,,"","",
public,object_description,16,description_i18n,jsonb,t,,"","",
public,object_description,17,description_chapo_i18n,jsonb,t,,"","",
public,object_description,18,description_mobile_i18n,jsonb,t,,"","",
public,object_description,19,description_edition_i18n,jsonb,t,,"","",
public,object_description,20,description_offre_hors_zone_i18n,jsonb,t,,"","",
public,object_description,21,sanitary_measures_i18n,jsonb,t,,"","",
public,object_description,22,extra,jsonb,t,,"","",
public,object_description,23,description_adapted,text,t,,"","",
public,object_description,24,description_adapted_i18n,jsonb,t,,"","",
public,object_discount,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_discount,2,object_id,text,f,,"","",
public,object_discount,3,conditions,text,t,,"","",
public,object_discount,4,discount_percent,"numeric(5,2)",t,,"","",
public,object_discount,5,discount_amount,"numeric(12,2)",t,,"","",
public,object_discount,6,currency,character(3),t,,"","",
public,object_discount,7,min_group_size,integer,t,,"","",
public,object_discount,8,max_group_size,integer,t,,"","",
public,object_discount,9,valid_from,date,t,,"","",
public,object_discount,10,valid_to,date,t,,"","",
public,object_discount,11,source,text,t,,"","",
public,object_discount,12,created_at,timestamp with time zone,f,now(),"","",
public,object_discount,13,updated_at,timestamp with time zone,f,now(),"","",
public,object_environment_tag,1,object_id,text,f,,"","",
public,object_environment_tag,2,environment_tag_id,uuid,f,,"","",
public,object_environment_tag,3,created_at,timestamp with time zone,f,now(),"","",
public,object_external_id,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_external_id,2,object_id,text,f,,"","",
public,object_external_id,3,organization_object_id,text,f,,"","",
public,object_external_id,4,external_id,text,f,,"","",
public,object_external_id,5,last_synced_at,timestamp with time zone,t,,"","",
public,object_external_id,6,created_at,timestamp with time zone,f,now(),"","",
public,object_external_id,7,updated_at,timestamp with time zone,f,now(),"","",
public,object_external_id,8,source_system,text,f,'default'::text,"","",
public,object_fma,1,object_id,text,f,,"","",
public,object_fma,2,event_start_date,date,t,,"","",
public,object_fma,3,event_end_date,date,t,,"","",
public,object_fma,4,event_start_time,time without time zone,t,,"","",
public,object_fma,5,event_end_time,time without time zone,t,,"","",
public,object_fma,6,is_recurring,boolean,t,false,"","",
public,object_fma,7,recurrence_pattern,text,t,,"","",
public,object_fma,8,created_at,timestamp with time zone,f,now(),"","",
public,object_fma,9,updated_at,timestamp with time zone,f,now(),"","",
public,object_fma_occurrence,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_fma_occurrence,2,object_id,text,f,,"","",
public,object_fma_occurrence,3,start_at,timestamp with time zone,f,,"","",
public,object_fma_occurrence,4,end_at,timestamp with time zone,t,,"","",
public,object_fma_occurrence,5,state,text,t,,"","",
public,object_fma_occurrence,6,note,text,t,,"","",
public,object_fma_occurrence,7,created_at,timestamp with time zone,f,now(),"","",
public,object_fma_occurrence,8,updated_at,timestamp with time zone,f,now(),"","",
public,object_group_policy,1,object_id,text,f,,"","",
public,object_group_policy,2,min_size,integer,t,,"","",
public,object_group_policy,3,max_size,integer,t,,"","",
public,object_group_policy,4,group_only,boolean,f,false,"","",
public,object_group_policy,5,notes,text,t,,"","",
public,object_group_policy,6,created_at,timestamp with time zone,f,now(),"","",
public,object_group_policy,7,updated_at,timestamp with time zone,f,now(),"","",
public,object_iti,1,object_id,text,f,,"","",
public,object_iti,2,distance_km,"numeric(8,2)",t,,"","",
public,object_iti,3,duration_hours,"numeric(4,2)",t,,"","",
public,object_iti,4,difficulty_level,integer,t,,"","",
public,object_iti,5,elevation_gain,integer,t,,"","",
public,object_iti,6,is_loop,boolean,t,false,"","",
public,object_iti,7,geom,"geography(LineString,4326)",t,,"","",
public,object_iti,8,cached_gpx,text,t,,"","",
public,object_iti,9,cached_kml,text,t,,"","",
public,object_iti,10,cached_gpx_generated_at,timestamp with time zone,t,,"","",
public,object_iti,11,open_status,text,t,,"","",
public,object_iti,12,status_note,text,t,,"","",
public,object_iti,13,status_document_id,uuid,t,,"","",
public,object_iti,14,status_updated_at,timestamp with time zone,t,,"","",
public,object_iti,15,created_at,timestamp with time zone,f,now(),"","",
public,object_iti,16,updated_at,timestamp with time zone,f,now(),"","",
public,object_iti_associated_object,1,object_id,text,f,,"","",
public,object_iti_associated_object,2,associated_object_id,text,f,,"","",
public,object_iti_associated_object,3,role_id,uuid,f,,"","",
public,object_iti_associated_object,4,note,text,t,,"","",
public,object_iti_associated_object,5,created_at,timestamp with time zone,f,now(),"","",
public,object_iti_associated_object,6,updated_at,timestamp with time zone,f,now(),"","",
public,object_iti_info,1,object_id,text,f,,"","",
public,object_iti_info,2,access,text,t,,"","",
public,object_iti_info,3,ambiance,text,t,,"","",
public,object_iti_info,4,recommended_parking,text,t,,"","",
public,object_iti_info,5,required_equipment,text,t,,"","",
public,object_iti_info,6,info_places,text,t,,"","",
public,object_iti_info,7,is_child_friendly,boolean,t,,"","",
public,object_iti_info,8,created_at,timestamp with time zone,f,now(),"","",
public,object_iti_info,9,updated_at,timestamp with time zone,f,now(),"","",
public,object_iti_info,10,access_i18n,jsonb,t,,"","",
public,object_iti_info,11,ambiance_i18n,jsonb,t,,"","",
public,object_iti_info,12,recommended_parking_i18n,jsonb,t,,"","",
public,object_iti_info,13,required_equipment_i18n,jsonb,t,,"","",
public,object_iti_info,14,info_places_i18n,jsonb,t,,"","",
public,object_iti_practice,1,object_id,text,f,,"","",
public,object_iti_practice,2,practice_id,uuid,f,,"","",
public,object_iti_practice,3,created_at,timestamp with time zone,f,now(),"","",
public,object_iti_practice,4,updated_at,timestamp with time zone,f,now(),"","",
public,object_iti_profile,1,object_id,text,f,,"","",
public,object_iti_profile,2,position_m,"numeric(10,2)",f,,"","",
public,object_iti_profile,3,elevation_m,"numeric(8,2)",f,,"","",
public,object_iti_profile,4,created_at,timestamp with time zone,f,now(),"","",
public,object_iti_profile,5,updated_at,timestamp with time zone,f,now(),"","",
