schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default,identity,generated,comment
public,object_taxonomy,6,note,text,t,,"","",
public,object_taxonomy,7,created_at,timestamp with time zone,f,now(),"","",
public,object_taxonomy,8,updated_at,timestamp with time zone,f,now(),"","",
public,object_version,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_version,2,object_id,text,f,,"","",
public,object_version,3,version_number,integer,f,,"","",
public,object_version,4,data,jsonb,f,,"","",
public,object_version,5,created_at,timestamp with time zone,f,now(),"","",
public,object_version,6,created_by,uuid,t,,"","",
public,object_version,7,change_reason,text,t,,"","",
public,object_version,8,change_type,text,f,'update'::text,"","",
public,object_version_2026_03,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_version_2026_03,2,object_id,text,f,,"","",
public,object_version_2026_03,3,version_number,integer,f,,"","",
public,object_version_2026_03,4,data,jsonb,f,,"","",
public,object_version_2026_03,5,created_at,timestamp with time zone,f,now(),"","",
public,object_version_2026_03,6,created_by,uuid,t,,"","",
public,object_version_2026_03,7,change_reason,text,t,,"","",
public,object_version_2026_03,8,change_type,text,f,'update'::text,"","",
public,object_version_2026_04,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_version_2026_04,2,object_id,text,f,,"","",
public,object_version_2026_04,3,version_number,integer,f,,"","",
public,object_version_2026_04,4,data,jsonb,f,,"","",
public,object_version_2026_04,5,created_at,timestamp with time zone,f,now(),"","",
public,object_version_2026_04,6,created_by,uuid,t,,"","",
public,object_version_2026_04,7,change_reason,text,t,,"","",
public,object_version_2026_04,8,change_type,text,f,'update'::text,"","",
public,object_version_2026_05,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_version_2026_05,2,object_id,text,f,,"","",
public,object_version_2026_05,3,version_number,integer,f,,"","",
public,object_version_2026_05,4,data,jsonb,f,,"","",
public,object_version_2026_05,5,created_at,timestamp with time zone,f,now(),"","",
public,object_version_2026_05,6,created_by,uuid,t,,"","",
public,object_version_2026_05,7,change_reason,text,t,,"","",
public,object_version_2026_05,8,change_type,text,f,'update'::text,"","",
public,object_version_default,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_version_default,2,object_id,text,f,,"","",
public,object_version_default,3,version_number,integer,f,,"","",
public,object_version_default,4,data,jsonb,f,,"","",
public,object_version_default,5,created_at,timestamp with time zone,f,now(),"","",
public,object_version_default,6,created_by,uuid,t,,"","",
public,object_version_default,7,change_reason,text,t,,"","",
public,object_version_default,8,change_type,text,f,'update'::text,"","",
public,object_zone,1,id,uuid,f,uuid_generate_v4(),"","",
public,object_zone,2,object_id,text,f,,"","",
public,object_zone,3,insee_commune,character varying(5),f,,"","",
public,object_zone,4,position,integer,t,0,"","",
public,object_zone,5,created_at,timestamp with time zone,f,now(),"","",
public,object_zone,6,updated_at,timestamp with time zone,f,now(),"","",
public,opening_period,1,id,uuid,f,uuid_generate_v4(),"","",
public,opening_period,2,object_id,text,f,,"","",
public,opening_period,3,name,text,t,,"","",
public,opening_period,4,date_start,date,t,,"","",
public,opening_period,5,date_end,date,t,,"","",
public,opening_period,6,source_period_id,text,t,,"","",
public,opening_period,7,all_years,boolean,f,false,"","",
public,opening_period,8,created_at,timestamp with time zone,f,now(),"","",
public,opening_period,9,updated_at,timestamp with time zone,f,now(),"","",
public,opening_period,10,name_i18n,jsonb,t,,"","",
public,opening_period,11,extra,jsonb,t,,"","",
public,opening_schedule,1,id,uuid,f,uuid_generate_v4(),"","",
public,opening_schedule,2,period_id,uuid,f,,"","",
public,opening_schedule,3,schedule_type_id,uuid,f,,"","",
public,opening_schedule,4,name,text,t,,"","",
public,opening_schedule,5,note,text,t,,"","",
public,opening_schedule,6,created_at,timestamp with time zone,f,now(),"","",
public,opening_schedule,7,updated_at,timestamp with time zone,f,now(),"","",
public,opening_schedule,8,name_i18n,jsonb,t,,"","",
public,opening_schedule,9,note_i18n,jsonb,t,,"","",
public,opening_schedule,10,extra,jsonb,t,,"","",
public,opening_time_frame,1,id,uuid,f,uuid_generate_v4(),"","",
public,opening_time_frame,2,time_period_id,uuid,f,,"","",
public,opening_time_frame,3,start_time,time without time zone,t,,"","",
public,opening_time_frame,4,end_time,time without time zone,t,,"","",
public,opening_time_frame,5,recurrence,interval,t,,"","",
public,opening_time_frame,6,created_at,timestamp with time zone,f,now(),"","",
public,opening_time_frame,7,updated_at,timestamp with time zone,f,now(),"","",
public,opening_time_period,1,id,uuid,f,uuid_generate_v4(),"","",
public,opening_time_period,2,schedule_id,uuid,f,,"","",
public,opening_time_period,3,closed,boolean,f,false,"","",
public,opening_time_period,4,note,text,t,,"","",
public,opening_time_period,5,created_at,timestamp with time zone,f,now(),"","",
public,opening_time_period,6,updated_at,timestamp with time zone,f,now(),"","",
public,opening_time_period_weekday,1,time_period_id,uuid,f,,"","",
public,opening_time_period_weekday,2,weekday_id,uuid,f,,"","",
public,opening_time_period_weekday,3,created_at,timestamp with time zone,f,now(),"","",
public,opening_time_period_weekday,4,updated_at,timestamp with time zone,f,now(),"","",
public,org_config,1,id,uuid,f,uuid_generate_v4(),"","",
public,org_config,2,org_object_id,text,f,,"","",
public,org_config,3,access_scope,text,f,'own_objects_only'::text,"","",
public,org_config,4,created_at,timestamp with time zone,f,now(),"","",
public,org_config,5,updated_at,timestamp with time zone,f,now(),"","",
public,org_permission,1,id,uuid,f,uuid_generate_v4(),"","",
public,org_permission,2,org_object_id,text,f,,"","",
public,org_permission,3,permission_id,uuid,f,,"","",
public,org_permission,4,is_active,boolean,f,true,"","",
public,org_permission,5,granted_by,uuid,t,,"","",
public,org_permission,6,granted_at,timestamp with time zone,f,now(),"","",
public,org_permission,7,created_at,timestamp with time zone,f,now(),"","",
public,org_permission,8,updated_at,timestamp with time zone,f,now(),"","",
public,pending_change,1,id,uuid,f,uuid_generate_v4(),"","",
public,pending_change,2,object_id,text,t,,"","",
public,pending_change,3,target_table,text,f,,"","",
public,pending_change,4,target_pk,text,t,,"","",
public,pending_change,5,action,text,f,,"","",
public,pending_change,6,payload,jsonb,f,,"","",
public,pending_change,7,submitted_by,uuid,t,,"","",
public,pending_change,8,submitted_at,timestamp with time zone,f,now(),"","",
public,pending_change,9,status,text,f,'pending'::text,"","",
public,pending_change,10,reviewed_by,uuid,t,,"","",
public,pending_change,11,reviewed_at,timestamp with time zone,t,,"","",
public,pending_change,12,review_note,text,t,,"","",
public,pending_change,13,applied_at,timestamp with time zone,t,,"","",
public,pending_change,14,metadata,jsonb,t,,"","",
public,pending_change,15,created_at,timestamp with time zone,f,now(),"","",
public,pending_change,16,updated_at,timestamp with time zone,f,now(),"","",
public,promotion,1,id,uuid,f,uuid_generate_v4(),"","",
public,promotion,2,code,text,t,,"","",
public,promotion,3,name,text,f,,"","",
public,promotion,4,name_i18n,jsonb,t,,"","",
public,promotion,5,description,text,t,,"","",
public,promotion,6,description_i18n,jsonb,t,,"","",
public,promotion,7,type_id,uuid,t,,"","",
public,promotion,8,discount_type,text,f,,"","",
public,promotion,9,discount_value,"numeric(12,2)",f,,"","",
public,promotion,10,currency,text,t,,"","",
public,promotion,11,valid_from,timestamp with time zone,t,,"","",
public,promotion,12,valid_to,timestamp with time zone,t,,"","",
public,promotion,13,max_uses,integer,t,,"","",
public,promotion,14,max_uses_per_user,integer,t,,"","",
public,promotion,15,current_uses,integer,t,0,"","",
public,promotion,16,min_purchase_amount,"numeric(12,2)",t,,"","",
public,promotion,17,applicable_object_types,text[],t,,"","",
public,promotion,18,season_id,uuid,t,,"","",
public,promotion,19,partner_org_id,text,t,,"","",
public,promotion,20,is_active,boolean,t,true,"","",
public,promotion,21,is_public,boolean,t,true,"","",
public,promotion,22,created_by,uuid,t,,"","",
public,promotion,23,created_at,timestamp with time zone,f,now(),"","",
public,promotion,24,updated_at,timestamp with time zone,f,now(),"","",
public,promotion_object,1,promotion_id,uuid,f,,"","",
public,promotion_object,2,object_id,text,f,,"","",
public,promotion_object,3,created_at,timestamp with time zone,f,now(),"","",
public,promotion_usage,1,id,uuid,f,uuid_generate_v4(),"","",
public,promotion_usage,2,promotion_id,uuid,f,,"","",
public,promotion_usage,3,user_id,uuid,t,,"","",
public,promotion_usage,4,object_id,text,t,,"","",
public,promotion_usage,5,used_at,timestamp with time zone,f,now(),"","",
public,promotion_usage,6,amount_saved,"numeric(12,2)",t,,"","",
public,promotion_usage,7,currency,text,t,,"","",
public,publication,1,id,uuid,f,uuid_generate_v4(),"","",
public,publication,2,code,text,f,,"","",
public,publication,3,name,text,f,,"","",
public,publication,4,target_audience,text,t,,"","",
public,publication,5,year,integer,t,,"","",
public,publication,6,status,text,f,'planning'::text,"","",
public,publication,7,metadata,jsonb,t,,"","",
public,publication,8,created_by,uuid,t,,"","",
public,publication,9,updated_by,uuid,t,,"","",
public,publication,10,created_at,timestamp with time zone,f,now(),"","",
public,publication,11,updated_at,timestamp with time zone,f,now(),"","",
public,publication_object,1,publication_id,uuid,f,,"","",
public,publication_object,2,object_id,text,f,,"","",
public,publication_object,3,custom_print_text,text,t,,"","",
public,publication_object,4,workflow_status,text,f,'selected'::text,"","",
public,publication_object,5,page_number,integer,t,,"","",
public,publication_object,6,proof_sent_at,timestamp with time zone,t,,"","",
public,publication_object,7,validated_bat_at,timestamp with time zone,t,,"","",
public,publication_object,8,metadata,jsonb,t,,"","",
public,publication_object,9,created_by,uuid,t,,"","",
public,publication_object,10,updated_by,uuid,t,,"","",
public,publication_object,11,created_at,timestamp with time zone,f,now(),"","",
public,publication_object,12,updated_at,timestamp with time zone,f,now(),"","",
public,ref_actor_role,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_actor_role,2,code,character varying(50),f,,"","",
public,ref_actor_role,3,name,character varying(100),f,,"","",
public,ref_actor_role,4,description,text,t,,"","",
public,ref_actor_role,5,position,integer,t,,"","",
public,ref_actor_role,6,created_at,timestamp with time zone,f,now(),"","",
public,ref_actor_role,7,updated_at,timestamp with time zone,f,now(),"","",
public,ref_amenity,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_amenity,2,code,character varying(50),f,,"","",
public,ref_amenity,3,name,character varying(100),f,,"","",
public,ref_amenity,4,family_id,uuid,f,,"","",
public,ref_amenity,5,scope,text,t,'object'::text,"","",
public,ref_amenity,6,description,text,t,,"","",
public,ref_amenity,7,icon_url,text,t,,"","",
public,ref_amenity,8,position,integer,t,,"","",
public,ref_amenity,9,created_at,timestamp with time zone,f,now(),"","",
public,ref_amenity,10,updated_at,timestamp with time zone,f,now(),"","",
public,ref_amenity,11,name_i18n,jsonb,t,,"","",
public,ref_amenity,12,description_i18n,jsonb,t,,"","",
public,ref_amenity,13,extra,jsonb,t,,"","",
public,ref_capacity_applicability,1,metric_id,uuid,f,,"","",
public,ref_capacity_applicability,2,object_type,object_type,f,,"","",
public,ref_capacity_metric,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_capacity_metric,2,code,character varying(50),f,,"","",
public,ref_capacity_metric,3,name,character varying(100),f,,"","",
public,ref_capacity_metric,4,unit,character varying(20),t,,"","",
public,ref_capacity_metric,5,icon_url,text,t,,"","",
public,ref_capacity_metric,6,position,integer,t,,"","",
public,ref_capacity_metric,7,description,text,t,,"","",
public,ref_capacity_metric,8,created_at,timestamp with time zone,f,now(),"","",
public,ref_capacity_metric,9,updated_at,timestamp with time zone,f,now(),"","",
public,ref_classification_equivalent_action,1,scheme_id,uuid,f,,"","",
public,ref_classification_equivalent_action,2,action_id,uuid,f,,"","",
public,ref_classification_equivalent_action,3,relation_type,text,f,'equivalent_action'::text,"","",
public,ref_classification_equivalent_action,4,requirement_type,text,f,'recommandé'::text,"","",
public,ref_classification_equivalent_action,5,match_scope,text,f,'search_expansion'::text,"","",
public,ref_classification_equivalent_action,6,note,text,t,,"","",
public,ref_classification_equivalent_action,7,created_at,timestamp with time zone,f,now(),"","",
public,ref_classification_equivalent_action,8,updated_at,timestamp with time zone,f,now(),"","",
public,ref_classification_equivalent_group,1,scheme_id,uuid,f,,"","",
public,ref_classification_equivalent_group,2,group_id,uuid,f,,"","",
public,ref_classification_equivalent_group,3,relation_type,text,f,'macro_group'::text,"","",
public,ref_classification_equivalent_group,4,requirement_type,text,f,'recommandé'::text,"","",
public,ref_classification_equivalent_group,5,match_scope,text,f,'search_expansion'::text,"","",
public,ref_classification_equivalent_group,6,note,text,t,,"","",
public,ref_classification_equivalent_group,7,created_at,timestamp with time zone,f,now(),"","",
public,ref_classification_equivalent_group,8,updated_at,timestamp with time zone,f,now(),"","",
public,ref_classification_scheme,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_classification_scheme,2,code,character varying(50),f,,"","",
public,ref_classification_scheme,3,name,character varying(100),f,,"","",
public,ref_classification_scheme,4,description,text,t,,"","",
public,ref_classification_scheme,5,icon_url,text,t,,"","",
public,ref_classification_scheme,6,selection,character varying(10),f,'single'::character varying,"","",
public,ref_classification_scheme,7,position,integer,t,,"","",
public,ref_classification_scheme,8,created_at,timestamp with time zone,f,now(),"","",
public,ref_classification_scheme,9,updated_at,timestamp with time zone,f,now(),"","",
public,ref_classification_scheme,10,name_i18n,jsonb,t,,"","",
public,ref_classification_scheme,11,is_distinction,boolean,f,false,"","",
public,ref_classification_scheme,12,display_group,character varying(50),t,,"","",
public,ref_classification_value,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_classification_value,2,scheme_id,uuid,f,,"","",
public,ref_classification_value,3,code,character varying(50),f,,"","",
public,ref_classification_value,4,name,character varying(100),f,,"","",
public,ref_classification_value,5,ordinal,integer,t,,"","",
public,ref_classification_value,6,parent_id,uuid,t,,"","",
public,ref_classification_value,7,metadata,jsonb,t,,"","",
public,ref_classification_value,8,icon_url,text,t,,"","",
public,ref_classification_value,9,position,integer,t,,"","",
public,ref_classification_value,10,created_at,timestamp with time zone,f,now(),"","",
public,ref_classification_value,11,updated_at,timestamp with time zone,f,now(),"","",
public,ref_classification_value,12,name_i18n,jsonb,t,,"","",
public,ref_code,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code,2,domain,text,f,,"","",
public,ref_code,3,code,text,f,,"","",
public,ref_code,4,name,text,f,,"","",
public,ref_code,5,description,text,t,,"","",
public,ref_code,6,position,integer,t,,"","",
public,ref_code,7,icon_url,text,t,,"","",
public,ref_code,8,is_active,boolean,f,true,"","",
public,ref_code,9,valid_from,date,t,,"","",
public,ref_code,10,valid_to,date,t,,"","",
public,ref_code,11,parent_id,uuid,t,,"","",
public,ref_code,12,metadata,jsonb,t,,"","",
public,ref_code,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code,15,name_i18n,jsonb,t,,"","",
public,ref_code,16,description_i18n,jsonb,t,,"","",
public,ref_code,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code,18,dow_number,smallint,t,,"","",
public,ref_code,19,is_assignable,boolean,f,true,"","",
public,ref_code_accommodation_type,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_accommodation_type,2,domain,text,f,,"","",
public,ref_code_accommodation_type,3,code,text,f,,"","",
public,ref_code_accommodation_type,4,name,text,f,,"","",
public,ref_code_accommodation_type,5,description,text,t,,"","",
public,ref_code_accommodation_type,6,position,integer,t,,"","",
public,ref_code_accommodation_type,7,icon_url,text,t,,"","",
public,ref_code_accommodation_type,8,is_active,boolean,f,true,"","",
public,ref_code_accommodation_type,9,valid_from,date,t,,"","",
public,ref_code_accommodation_type,10,valid_to,date,t,,"","",
public,ref_code_accommodation_type,11,parent_id,uuid,t,,"","",
public,ref_code_accommodation_type,12,metadata,jsonb,t,,"","",
public,ref_code_accommodation_type,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_accommodation_type,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_accommodation_type,15,name_i18n,jsonb,t,,"","",
public,ref_code_accommodation_type,16,description_i18n,jsonb,t,,"","",
public,ref_code_accommodation_type,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_accommodation_type,18,dow_number,smallint,t,,"","",
public,ref_code_accommodation_type,19,is_assignable,boolean,f,true,"","",
public,ref_code_activity_type,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_activity_type,2,domain,text,f,,"","",
public,ref_code_activity_type,3,code,text,f,,"","",
public,ref_code_activity_type,4,name,text,f,,"","",
public,ref_code_activity_type,5,description,text,t,,"","",
public,ref_code_activity_type,6,position,integer,t,,"","",
public,ref_code_activity_type,7,icon_url,text,t,,"","",
public,ref_code_activity_type,8,is_active,boolean,f,true,"","",
public,ref_code_activity_type,9,valid_from,date,t,,"","",
public,ref_code_activity_type,10,valid_to,date,t,,"","",
public,ref_code_activity_type,11,parent_id,uuid,t,,"","",
public,ref_code_activity_type,12,metadata,jsonb,t,,"","",
public,ref_code_activity_type,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_activity_type,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_activity_type,15,name_i18n,jsonb,t,,"","",
public,ref_code_activity_type,16,description_i18n,jsonb,t,,"","",
public,ref_code_activity_type,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_activity_type,18,dow_number,smallint,t,,"","",
public,ref_code_activity_type,19,is_assignable,boolean,f,true,"","",
public,ref_code_allergen,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_allergen,2,domain,text,f,,"","",
public,ref_code_allergen,3,code,text,f,,"","",
public,ref_code_allergen,4,name,text,f,,"","",
public,ref_code_allergen,5,description,text,t,,"","",
public,ref_code_allergen,6,position,integer,t,,"","",
public,ref_code_allergen,7,icon_url,text,t,,"","",
public,ref_code_allergen,8,is_active,boolean,f,true,"","",
public,ref_code_allergen,9,valid_from,date,t,,"","",
public,ref_code_allergen,10,valid_to,date,t,,"","",
public,ref_code_allergen,11,parent_id,uuid,t,,"","",
public,ref_code_allergen,12,metadata,jsonb,t,,"","",
public,ref_code_allergen,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_allergen,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_allergen,15,name_i18n,jsonb,t,,"","",
public,ref_code_allergen,16,description_i18n,jsonb,t,,"","",
public,ref_code_allergen,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_allergen,18,dow_number,smallint,t,,"","",
public,ref_code_allergen,19,is_assignable,boolean,f,true,"","",
public,ref_code_amenity_family,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_amenity_family,2,domain,text,f,,"","",
public,ref_code_amenity_family,3,code,text,f,,"","",
public,ref_code_amenity_family,4,name,text,f,,"","",
public,ref_code_amenity_family,5,description,text,t,,"","",
public,ref_code_amenity_family,6,position,integer,t,,"","",
public,ref_code_amenity_family,7,icon_url,text,t,,"","",
public,ref_code_amenity_family,8,is_active,boolean,f,true,"","",
public,ref_code_amenity_family,9,valid_from,date,t,,"","",
public,ref_code_amenity_family,10,valid_to,date,t,,"","",
public,ref_code_amenity_family,11,parent_id,uuid,t,,"","",
public,ref_code_amenity_family,12,metadata,jsonb,t,,"","",
public,ref_code_amenity_family,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_amenity_family,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_amenity_family,15,name_i18n,jsonb,t,,"","",
public,ref_code_amenity_family,16,description_i18n,jsonb,t,,"","",
public,ref_code_amenity_family,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_amenity_family,18,dow_number,smallint,t,,"","",
public,ref_code_amenity_family,19,is_assignable,boolean,f,true,"","",
public,ref_code_amenity_type,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_amenity_type,2,domain,text,f,,"","",
public,ref_code_amenity_type,3,code,text,f,,"","",
public,ref_code_amenity_type,4,name,text,f,,"","",
public,ref_code_amenity_type,5,description,text,t,,"","",
public,ref_code_amenity_type,6,position,integer,t,,"","",
public,ref_code_amenity_type,7,icon_url,text,t,,"","",
public,ref_code_amenity_type,8,is_active,boolean,f,true,"","",
public,ref_code_amenity_type,9,valid_from,date,t,,"","",
public,ref_code_amenity_type,10,valid_to,date,t,,"","",
public,ref_code_amenity_type,11,parent_id,uuid,t,,"","",
public,ref_code_amenity_type,12,metadata,jsonb,t,,"","",
public,ref_code_amenity_type,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_amenity_type,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_amenity_type,15,name_i18n,jsonb,t,,"","",
public,ref_code_amenity_type,16,description_i18n,jsonb,t,,"","",
public,ref_code_amenity_type,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_amenity_type,18,dow_number,smallint,t,,"","",
public,ref_code_amenity_type,19,is_assignable,boolean,f,true,"","",
public,ref_code_assistance_type,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_assistance_type,2,domain,text,f,,"","",
public,ref_code_assistance_type,3,code,text,f,,"","",
public,ref_code_assistance_type,4,name,text,f,,"","",
public,ref_code_assistance_type,5,description,text,t,,"","",
public,ref_code_assistance_type,6,position,integer,t,,"","",
public,ref_code_assistance_type,7,icon_url,text,t,,"","",
public,ref_code_assistance_type,8,is_active,boolean,f,true,"","",
public,ref_code_assistance_type,9,valid_from,date,t,,"","",
public,ref_code_assistance_type,10,valid_to,date,t,,"","",
public,ref_code_assistance_type,11,parent_id,uuid,t,,"","",
public,ref_code_assistance_type,12,metadata,jsonb,t,,"","",
public,ref_code_assistance_type,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_assistance_type,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_assistance_type,15,name_i18n,jsonb,t,,"","",
public,ref_code_assistance_type,16,description_i18n,jsonb,t,,"","",
public,ref_code_assistance_type,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_assistance_type,18,dow_number,smallint,t,,"","",
public,ref_code_assistance_type,19,is_assignable,boolean,f,true,"","",
public,ref_code_booking_status,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_booking_status,2,domain,text,f,,"","",
public,ref_code_booking_status,3,code,text,f,,"","",
public,ref_code_booking_status,4,name,text,f,,"","",
public,ref_code_booking_status,5,description,text,t,,"","",
public,ref_code_booking_status,6,position,integer,t,,"","",
public,ref_code_booking_status,7,icon_url,text,t,,"","",
public,ref_code_booking_status,8,is_active,boolean,f,true,"","",
public,ref_code_booking_status,9,valid_from,date,t,,"","",
public,ref_code_booking_status,10,valid_to,date,t,,"","",
public,ref_code_booking_status,11,parent_id,uuid,t,,"","",
public,ref_code_booking_status,12,metadata,jsonb,t,,"","",
public,ref_code_booking_status,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_booking_status,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_booking_status,15,name_i18n,jsonb,t,,"","",
public,ref_code_booking_status,16,description_i18n,jsonb,t,,"","",
public,ref_code_booking_status,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_booking_status,18,dow_number,smallint,t,,"","",
public,ref_code_booking_status,19,is_assignable,boolean,f,true,"","",
public,ref_code_client_type,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_client_type,2,domain,text,f,,"","",
public,ref_code_client_type,3,code,text,f,,"","",
public,ref_code_client_type,4,name,text,f,,"","",
public,ref_code_client_type,5,description,text,t,,"","",
public,ref_code_client_type,6,position,integer,t,,"","",
public,ref_code_client_type,7,icon_url,text,t,,"","",
public,ref_code_client_type,8,is_active,boolean,f,true,"","",
public,ref_code_client_type,9,valid_from,date,t,,"","",
public,ref_code_client_type,10,valid_to,date,t,,"","",
public,ref_code_client_type,11,parent_id,uuid,t,,"","",
public,ref_code_client_type,12,metadata,jsonb,t,,"","",
public,ref_code_client_type,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_client_type,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_client_type,15,name_i18n,jsonb,t,,"","",
public,ref_code_client_type,16,description_i18n,jsonb,t,,"","",
public,ref_code_client_type,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_client_type,18,dow_number,smallint,t,,"","",
public,ref_code_client_type,19,is_assignable,boolean,f,true,"","",
public,ref_code_contact_kind,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_contact_kind,2,domain,text,f,,"","",
public,ref_code_contact_kind,3,code,text,f,,"","",
public,ref_code_contact_kind,4,name,text,f,,"","",
public,ref_code_contact_kind,5,description,text,t,,"","",
public,ref_code_contact_kind,6,position,integer,t,,"","",
public,ref_code_contact_kind,7,icon_url,text,t,,"","",
public,ref_code_contact_kind,8,is_active,boolean,f,true,"","",
public,ref_code_contact_kind,9,valid_from,date,t,,"","",
public,ref_code_contact_kind,10,valid_to,date,t,,"","",
public,ref_code_contact_kind,11,parent_id,uuid,t,,"","",
public,ref_code_contact_kind,12,metadata,jsonb,t,,"","",
public,ref_code_contact_kind,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_contact_kind,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_contact_kind,15,name_i18n,jsonb,t,,"","",
public,ref_code_contact_kind,16,description_i18n,jsonb,t,,"","",
public,ref_code_contact_kind,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_contact_kind,18,dow_number,smallint,t,,"","",
public,ref_code_contact_kind,19,is_assignable,boolean,f,true,"","",
public,ref_code_cuisine_type,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_cuisine_type,2,domain,text,f,,"","",
public,ref_code_cuisine_type,3,code,text,f,,"","",
public,ref_code_cuisine_type,4,name,text,f,,"","",
public,ref_code_cuisine_type,5,description,text,t,,"","",
public,ref_code_cuisine_type,6,position,integer,t,,"","",
public,ref_code_cuisine_type,7,icon_url,text,t,,"","",
public,ref_code_cuisine_type,8,is_active,boolean,f,true,"","",
public,ref_code_cuisine_type,9,valid_from,date,t,,"","",
public,ref_code_cuisine_type,10,valid_to,date,t,,"","",
public,ref_code_cuisine_type,11,parent_id,uuid,t,,"","",
public,ref_code_cuisine_type,12,metadata,jsonb,t,,"","",
public,ref_code_cuisine_type,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_cuisine_type,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_cuisine_type,15,name_i18n,jsonb,t,,"","",
public,ref_code_cuisine_type,16,description_i18n,jsonb,t,,"","",
public,ref_code_cuisine_type,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
public,ref_code_cuisine_type,18,dow_number,smallint,t,,"","",
public,ref_code_cuisine_type,19,is_assignable,boolean,f,true,"","",
public,ref_code_demand_subtopic,1,id,uuid,f,uuid_generate_v4(),"","",
public,ref_code_demand_subtopic,2,domain,text,f,,"","",
public,ref_code_demand_subtopic,3,code,text,f,,"","",
public,ref_code_demand_subtopic,4,name,text,f,,"","",
public,ref_code_demand_subtopic,5,description,text,t,,"","",
public,ref_code_demand_subtopic,6,position,integer,t,,"","",
public,ref_code_demand_subtopic,7,icon_url,text,t,,"","",
public,ref_code_demand_subtopic,8,is_active,boolean,f,true,"","",
public,ref_code_demand_subtopic,9,valid_from,date,t,,"","",
public,ref_code_demand_subtopic,10,valid_to,date,t,,"","",
public,ref_code_demand_subtopic,11,parent_id,uuid,t,,"","",
public,ref_code_demand_subtopic,12,metadata,jsonb,t,,"","",
public,ref_code_demand_subtopic,13,created_at,timestamp with time zone,f,now(),"","",
public,ref_code_demand_subtopic,14,updated_at,timestamp with time zone,f,now(),"","",
public,ref_code_demand_subtopic,15,name_i18n,jsonb,t,,"","",
public,ref_code_demand_subtopic,16,description_i18n,jsonb,t,,"","",
public,ref_code_demand_subtopic,17,name_normalized,text,t,immutable_unaccent(lower(name)),"",s,
